name,wikipedia__tk,party,area,term,source
Soner Aksoy,Soner Aksoy,Adalet ve Kalkınma Partisi,Kütahya,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Hasan Fehmi Kinay,Hasan Fehmi Kinay,Adalet ve Kalkınma Partisi,Kütahya,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
İdris Bal,İdris Bal,Adalet ve Kalkınma Partisi,Kütahya,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Vural Kavuncu,Vural Kavuncu,Adalet ve Kalkınma Partisi,Kütahya,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Alim Işık,Alim Işık,Milliyetçi Hareket Partisi,Kütahya,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Mahmut Mücahit Fındıklı,"",Adalet ve Kalkınma Partisi,Malatya,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Mustafa Şahin,"Mustafa Şahin (siyasetçi, 1956)",Adalet ve Kalkınma Partisi,Malatya,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Öznur Çalık,Öznur Çalık,Adalet ve Kalkınma Partisi,Malatya,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Hüseyin Cemal Akın,"",Adalet ve Kalkınma Partisi,Malatya,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Ömer Faruk Öz,"",Adalet ve Kalkınma Partisi,Malatya,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Veli Ağbaba,Veli Ağbaba,Cumhuriyet Halk Partisi,Malatya,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Hüseyin Tanrıverdi,Hüseyin Tanrıverdi,Adalet ve Kalkınma Partisi,Manisa,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Recai Berber,Recai Berber,Adalet ve Kalkınma Partisi,Manisa,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Uğur Aydemir,"",Adalet ve Kalkınma Partisi,Manisa,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Muzaffer Yurttaş,"",Adalet ve Kalkınma Partisi,Manisa,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Selçuk Özdağ,"",Adalet ve Kalkınma Partisi,Manisa,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Hasan Ören,"",Cumhuriyet Halk Partisi,Manisa,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Özgür Özel,Özgür Özel,Cumhuriyet Halk Partisi,Manisa,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Sakine Öz,"",Cumhuriyet Halk Partisi,Manisa,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Sümer Oral,Sümer Oral,Milliyetçi Hareket Partisi,Manisa,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Erkan Akçay,"",Milliyetçi Hareket Partisi,Manisa,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Muammer Güler,Muammer Güler,Adalet ve Kalkınma Partisi,Mardin,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Gönül Bekin Şahkulubey,Gönül Bekin Şahkulubey,Adalet ve Kalkınma Partisi,Mardin,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Abdurrahim Akdağ,"",Adalet ve Kalkınma Partisi,Mardin,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Ahmet Türk,Ahmet Türk,Bağımsız,Mardin,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Gülser Yıldırım,Gülser Yıldırım,Bağımsız,Mardin,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Erol Dora,Erol Dora,Bağımsız,Mardin,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Mehmet Zafer Çağlayan,Mehmet Zafer Çağlayan,Adalet ve Kalkınma Partisi,Mersin,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Ahmet Tevfik Uzun,"",Adalet ve Kalkınma Partisi,Mersin,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Nebi Bozkurt,"",Adalet ve Kalkınma Partisi,Mersin,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Çiğdem Münevver Ökten,"",Adalet ve Kalkınma Partisi,Mersin,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Aytuğ Atıcı,"",Cumhuriyet Halk Partisi,Mersin,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Vahap Seçer,Vahap Seçer,Cumhuriyet Halk Partisi,Mersin,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
İsa Gök,İsa Gök,Cumhuriyet Halk Partisi,Mersin,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Ali Rıza Öztürk,Ali Rıza Öztürk,Cumhuriyet Halk Partisi,Mersin,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Mehmet Şandır,Mehmet Şandır,Milliyetçi Hareket Partisi,Mersin,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Ali Öz,"",Milliyetçi Hareket Partisi,Mersin,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Ertuğrul Kürkçü,Ertuğrul Kürkçü,Bağımsız,Mersin,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Ali Boğa,"",Adalet ve Kalkınma Partisi,Muğla,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Yüksel Özden,"",Adalet ve Kalkınma Partisi,Muğla,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Tolga Çandar,Tolga Çandar,Cumhuriyet Halk Partisi,Muğla,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Nurettin Demir,"",Cumhuriyet Halk Partisi,Muğla,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Ömer Süha Aldan,"",Cumhuriyet Halk Partisi,Muğla,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Mehmet Erdoğan,Mehmet Erdoğan (Muğlalı),Milliyetçi Hareket Partisi,Muğla,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Faruk Işık,Faruk Işık,Adalet ve Kalkınma Partisi,Muş,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Muzaffer Çakar,"",Adalet ve Kalkınma Partisi,Muş,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Sırrı Sakık,Sırrı Sakık,Bağımsız,Muş,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Demir Çelik,Demir Çelik,Bağımsız,Muş,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Ahmet Erdal Feralan,Ahmet Erdal Feralan,Adalet ve Kalkınma Partisi,Nevşehir,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Murat Göktürk,Murat Göktürk,Adalet ve Kalkınma Partisi,Nevşehir,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Ebubekir Gizligider,"",Adalet ve Kalkınma Partisi,Nevşehir,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Alpaslan Kavaklıoğlu,Alpaslan Kavaklıoğlu,Adalet ve Kalkınma Partisi,Niğde,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Ömer Selvi,Ömer Selvi,Adalet ve Kalkınma Partisi,Niğde,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Doğan Şafak,Doğan Şafak,Cumhuriyet Halk Partisi,Niğde,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
İdris Naim Şahin,İdris Naim Şahin,Adalet ve Kalkınma Partisi,Ordu,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Mustafa Hamarat,"",Adalet ve Kalkınma Partisi,Ordu,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Fatihhan Ünal,"",Adalet ve Kalkınma Partisi,Ordu,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
İhsan Şener,İhsan Şener,Adalet ve Kalkınma Partisi,Ordu,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Harun Çakır,Harun Çakır,Adalet ve Kalkınma Partisi,Ordu,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
İdris Yıldız,İdris Yıldız,Cumhuriyet Halk Partisi,Ordu,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Suat Önal,"",Adalet ve Kalkınma Partisi,Osmaniye,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Durdu Mehmet Kastal,Durdu Mehmet Kastal,Adalet ve Kalkınma Partisi,Osmaniye,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Devlet Bahçeli,Devlet Bahçeli,Milliyetçi Hareket Partisi,Osmaniye,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Hasan Hüseyin Türkoğlu,Hasan Hüseyin Türkoğlu,Milliyetçi Hareket Partisi,Osmaniye,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Hayati Yazıcı,Hayati Yazıcı,Adalet ve Kalkınma Partisi,Rize,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Hasan Karal,Hasan Karal,Adalet ve Kalkınma Partisi,Rize,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Nusret Bayraktar,Nusret Bayraktar,Adalet ve Kalkınma Partisi,Rize,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Hasan Ali Çelik,Hasan Ali Çelik,Adalet ve Kalkınma Partisi,Sakarya,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Ayhan Sefer Üstün,Ayhan Sefer Üstün,Adalet ve Kalkınma Partisi,Sakarya,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Şaban Dişli,Şaban Dişli,Adalet ve Kalkınma Partisi,Sakarya,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Ayşenur Külahlıoğlu İslam,Ayşenur Külahlıoğlu İslam,Adalet ve Kalkınma Partisi,Sakarya,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Ali İhsan Yavuz,"",Adalet ve Kalkınma Partisi,Sakarya,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Engin Özkoç,"",Cumhuriyet Halk Partisi,Sakarya,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Münir Kutluata,Münir Kutluata,Milliyetçi Hareket Partisi,Sakarya,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Mustafa Demir,"Mustafa Demir (siyasetçi, 1961)",Adalet ve Kalkınma Partisi,Samsun,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Suat Kılıç,Suat Kılıç,Adalet ve Kalkınma Partisi,Samsun,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Cemal Yılmaz Demir,Cemal Yılmaz Demir,Adalet ve Kalkınma Partisi,Samsun,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Tülay Bakır,Tülay Bakır,Adalet ve Kalkınma Partisi,Samsun,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Akif Çağatay Kılıç,Akif Çağatay Kılıç,Adalet ve Kalkınma Partisi,Samsun,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Ahmet Yeni,Ahmet Yeni,Adalet ve Kalkınma Partisi,Samsun,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Ahmet Haluk Koç,Ahmet Haluk Koç,Cumhuriyet Halk Partisi,Samsun,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Ahmet İhsan Kalkavan,Ahmet İhsan Kalkavan,Cumhuriyet Halk Partisi,Samsun,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Cemalettin Şimşek,"",Milliyetçi Hareket Partisi,Samsun,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Afif Demirkıran,Afif Demirkıran,Adalet ve Kalkınma Partisi,Siirt,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Osman Ören,"",Adalet ve Kalkınma Partisi,Siirt,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Gültan Kışanak,Gültan Kışanak,Bağımsız,Siirt,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Mehmet Ersoy,Mehmet Ersoy (Sinop doğumlu),Adalet ve Kalkınma Partisi,Sinop,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Engin Altay,Engin Altay,Cumhuriyet Halk Partisi,Sinop,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
İsmet Yılmaz,İsmet Yılmaz,Adalet ve Kalkınma Partisi,Sivas,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Mesude Nursuna Memecan,Mesude Nursuna Memecan,Adalet ve Kalkınma Partisi,Sivas,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Hilmi Bilgin,"",Adalet ve Kalkınma Partisi,Sivas,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Ali Turan,"",Adalet ve Kalkınma Partisi,Sivas,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Malik Ecder Özdemir,Malik Ecder Özdemir,Cumhuriyet Halk Partisi,Sivas,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Tevfik Ziyaeddin Akbulut,Tevfik Ziyaeddin Akbulut,Adalet ve Kalkınma Partisi,Tekirdağ,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Özlem Yemişçi,"",Adalet ve Kalkınma Partisi,Tekirdağ,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Faik Öztrak,"Faik Öztrak (siyasetçi, 1954)",Cumhuriyet Halk Partisi,Tekirdağ,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Candan Yüceer,"",Cumhuriyet Halk Partisi,Tekirdağ,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Emre Köprülü,"",Cumhuriyet Halk Partisi,Tekirdağ,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Bülent Belen,"",Milliyetçi Hareket Partisi,Tekirdağ,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Zeyid Aslan,Zeyid Aslan,Adalet ve Kalkınma Partisi,Tokat,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Şükrü Ayalan,"",Adalet ve Kalkınma Partisi,Tokat,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Dilek Yüksel,"",Adalet ve Kalkınma Partisi,Tokat,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Orhan Düzgün,Orhan Düzgün (siyasetçi),Cumhuriyet Halk Partisi,Tokat,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Reşat Doğru,Reşat Doğru,Milliyetçi Hareket Partisi,Tokat,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Faruk Nafiz Özak,Faruk Nafiz Özak,Adalet ve Kalkınma Partisi,Trabzon,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Erdoğan Bayraktar,Erdoğan Bayraktar,Adalet ve Kalkınma Partisi,Trabzon,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Aydın Bıyıklıoğlu,"",Adalet ve Kalkınma Partisi,Trabzon,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Safiye Seymenoğlu,Safiye Seymenoğlu,Adalet ve Kalkınma Partisi,Trabzon,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Volkan Canalioğlu,Volkan Canalioğlu,Cumhuriyet Halk Partisi,Trabzon,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Koray Aydın,Koray Aydın,Milliyetçi Hareket Partisi,Trabzon,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Kamer Genç,Kamer Genç,Cumhuriyet Halk Partisi,Tunceli,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Hüseyin Aygün,Hüseyin Aygün,Cumhuriyet Halk Partisi,Tunceli,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Faruk Çelik,Faruk Çelik,Adalet ve Kalkınma Partisi,Urfa,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Seyit Eyyüpoğlu,Seyit Eyyüpoğlu,Adalet ve Kalkınma Partisi,Urfa,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Mehmet Kasım Gülpınar,"",Adalet ve Kalkınma Partisi,Urfa,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Mehmet Akyürek,"",Adalet ve Kalkınma Partisi,Urfa,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Zeynep Karahan Uslu,Zeynep Karahan Uslu,Adalet ve Kalkınma Partisi,Urfa,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Halil Özcan,"",Adalet ve Kalkınma Partisi,Urfa,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Mahmut Kaçar,"",Adalet ve Kalkınma Partisi,Urfa,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Abdulkadir Emin Önen,Abdulkadir Emin Önen,Adalet ve Kalkınma Partisi,Urfa,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Yahya Akman,Yahya Akman,Adalet ve Kalkınma Partisi,Urfa,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Abdulkerim Gök,"",Adalet ve Kalkınma Partisi,Urfa,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
İbrahim Ayhan,İbrahim Ayhan,Bağımsız,Urfa,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
İbrahim Binici,İbrahim Binici,Bağımsız,Urfa,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Mehmet Emin Dindar,"",Adalet ve Kalkınma Partisi,Şırnak,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Hasip Kaplan,Hasip Kaplan,Bağımsız,Şırnak,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Selma Irmak,Selma Irmak,Bağımsız,Şırnak,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Faysal Sarıyıldız,Faysal Sarıyıldız,Bağımsız,Şırnak,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
İsmail Güneş,"",Adalet ve Kalkınma Partisi,Uşak,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Mehmet Altay,"",Adalet ve Kalkınma Partisi,Uşak,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Dilek Akagün Yılmaz,"",Cumhuriyet Halk Partisi,Uşak,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Burhan Kayatürk,Burhan Kayatürk,Adalet ve Kalkınma Partisi,Van,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Fatih Çiftci,"",Adalet ve Kalkınma Partisi,Van,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Mustafa Bilici,"",Adalet ve Kalkınma Partisi,Van,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Gülşen Orhan,Gülşen Orhan,Adalet ve Kalkınma Partisi,Van,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Kemal Aktaş,"",Bağımsız,Van,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Aysel Tuğluk,Aysel Tuğluk,Bağımsız,Van,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Özdal Üçer,Özdal Üçer,Bağımsız,Van,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Nazmi Gür,"",Bağımsız,Van,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Temel Coşkun,"",Adalet ve Kalkınma Partisi,Yalova,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Muharrem İnce,Muharrem İnce,Cumhuriyet Halk Partisi,Yalova,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Bekir Bozdağ,Bekir Bozdağ,Adalet ve Kalkınma Partisi,Yozgat,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Ertuğrul Soysal,"",Adalet ve Kalkınma Partisi,Yozgat,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Yusuf Başer,Yusuf Başer (milletvekili),Adalet ve Kalkınma Partisi,Yozgat,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Sadir Durmaz,"",Milliyetçi Hareket Partisi,Yozgat,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Köksal Toptan,Köksal Toptan,Adalet ve Kalkınma Partisi,Zonguldak,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Erdal Candan,"",Adalet ve Kalkınma Partisi,Zonguldak,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Özcan Ulupınar,"",Adalet ve Kalkınma Partisi,Zonguldak,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Mehmet Haberal,Mehmet Haberal,Cumhuriyet Halk Partisi,Zonguldak,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Ali İhsan Köktürk,"",Cumhuriyet Halk Partisi,Zonguldak,24,https://tr.wikipedia.org/wiki/TBMM_24._d%C3%B6nem_milletvekilleri_listesi
Dengir Mir Mehmet Fırat,Dengir Mir Mehmet Fırat,Adalet ve Kalkınma Partisi,Adana,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Ömer Çelik,Ömer Çelik,Adalet ve Kalkınma Partisi,Adana,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Necdet Ünüvar,Necdet Ünüvar,Adalet ve Kalkınma Partisi,Adana,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Fatoş Gürkan,Fatoş Gürkan,Adalet ve Kalkınma Partisi,Adana,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Vahit Kirişçi,Vahit Kirişçi,Adalet ve Kalkınma Partisi,Adana,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Ali Küçükaydın,Ali Küçükaydın,Adalet ve Kalkınma Partisi,Adana,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Nevin Gaye Erbatur,Nevin Gaye Erbatur,Cumhuriyet Halk Partisi,Adana,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Hulusi Güvel,"",Cumhuriyet Halk Partisi,Adana,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
Tacidar Seyhan,Tacidar Seyhan,Cumhuriyet Halk Partisi,Adana,23,https://tr.wikipedia.org/wiki/TBMM_23._d%C3%B6nem_milletvekilleri_listesi
