name,wikipedia__tk,party,area,term,source
Rüştü Kazım Yücelen,Rüştü Kazım Yücelen,Anavatan Partisi,Mersin,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Ayfer Yılmaz,Ayfer Yılmaz,Doğru Yol Partisi,Mersin,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Turhan Güven,Turhan Güven,Doğru Yol Partisi,Mersin,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Fikret Uzunhasan,Fikret Uzunhasan,Demokratik Sol Parti,Muğla,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Nazif Topaloğlu,"",Demokratik Sol Parti,Muğla,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Tunay Dikmen,Tunay Dikmen,Demokratik Sol Parti,Muğla,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Metin Ergun,"",Milliyetçi Hareket Partisi,Muğla,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Hasan Özyer,Hasan Özyer,Anavatan Partisi,Muğla,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
İbrahim Yazıcı,İbrahim Yazıcı (siyasetçi),Doğru Yol Partisi,Muğla,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Zeki Eker,"",Demokratik Sol Parti,Muş,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Sabahattin Yıldız,Sabahattin Yıldız,Fazilet Partisi,Muş,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Erkan Kemaloğlu,Erkan Kemaloğlu,Anavatan Partisi,Muş,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Mümtaz Yavuz,"",Doğru Yol Partisi,Muş,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
İsmail Çevik,"",Milliyetçi Hareket Partisi,Nevşehir,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Mükremin Taşkın,"",Milliyetçi Hareket Partisi,Nevşehir,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Mehmet Elkatmış,Mehmet Elkatmış,Fazilet Partisi,Nevşehir,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Eyüp Doğanlar,Eyüp Doğanlar,Demokratik Sol Parti,Niğde,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Mükerrem Levent,"",Milliyetçi Hareket Partisi,Niğde,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Doğan Baran,Doğan Baran,Doğru Yol Partisi,Niğde,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Hasan Fehmi Konyalı,Hasan Fehmi Konyalı,Demokratik Sol Parti,Ordu,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
İhsan Çabuk,"",Demokratik Sol Parti,Ordu,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Yener Yıldırım,"",Doğru Yol Partisi,Ordu,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Cemal Enginyurt,"",Milliyetçi Hareket Partisi,Ordu,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Eyüp Fatsa,Eyüp Fatsa,Fazilet Partisi,Ordu,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Sefer Koçak,"",Anavatan Partisi,Ordu,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Şükrü Yürür,Şükrü Yürür,Anavatan Partisi,Ordu,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Devlet Bahçeli,Devlet Bahçeli,Milliyetçi Hareket Partisi,Osmaniye,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Birol Büyüköztürk,"",Milliyetçi Hareket Partisi,Osmaniye,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Mehmet Kundakcı,"",Milliyetçi Hareket Partisi,Osmaniye,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Şükrü Ünal,"",Fazilet Partisi,Osmaniye,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Mehmet Bekaroğlu,Mehmet Bekaroğlu,Fazilet Partisi,Rize,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Ahmet Mesut Yılmaz,Ahmet Mesut Yılmaz,Anavatan Partisi,Rize,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Ahmet Kabil,Ahmet Kabil,Anavatan Partisi,Rize,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Şaban Ramis Savaş,"",Demokratik Sol Parti,Sakarya,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Osman Fevzi Zihnioğlu,"",Milliyetçi Hareket Partisi,Sakarya,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Cevat Ayhan,Cevat Ayhan,Fazilet Partisi,Sakarya,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Nezir Aydın,Nezir Aydın,Fazilet Partisi,Sakarya,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Ersin Taranoğlu,Ersin Taranoğlu,Anavatan Partisi,Sakarya,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Nevzat Ercan,Nevzat Ercan,Doğru Yol Partisi,Sakarya,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Şenel Kapıcı,Şenel Kapıcı,Demokratik Sol Parti,Samsun,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Tarık Cengiz,"",Demokratik Sol Parti,Samsun,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Yekta Açıkgöz,"",Demokratik Sol Parti,Samsun,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Ahmet Aydın,Ahmet Aydın (Samsunlu),Milliyetçi Hareket Partisi,Samsun,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Vedat Çınaroğlu,"",Milliyetçi Hareket Partisi,Samsun,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Ahmet Demircan,Ahmet Demircan,Fazilet Partisi,Samsun,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Musa Uzunkaya,Musa Uzunkaya,Fazilet Partisi,Samsun,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Erdoğan Sezgin,Erdoğan Sezgin,Doğru Yol Partisi,Samsun,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Kemal Kabataş,Kemal Kabataş,Doğru Yol Partisi,Samsun,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Mehmet Çakar,"",Anavatan Partisi,Samsun,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Ahmet Nurettin Aydın,Ahmet Nurettin Aydın,Fazilet Partisi,Siirt,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Nizamettin Sevgili,"",Anavatan Partisi,Siirt,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Takiddin Yarayan,"",Doğru Yol Partisi,Siirt,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Metin Bostancıoğlu,Metin Bostancıoğlu,Demokratik Sol Parti,Sinop,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Yaşar Topçu,Yaşar Topçu,Anavatan Partisi,Sinop,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Kadir Bozkurt,Kadir Bozkurt,Doğru Yol Partisi,Sinop,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Mehmet Cengiz Güleç,Mehmet Cengiz Güleç,Demokratik Sol Parti,Sivas,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Mehmet Ceylan,Mehmet Ceylan (Sivaslı),Milliyetçi Hareket Partisi,Sivas,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Hüsnü Yusuf Gökalp,Hüsnü Yusuf Gökalp,Milliyetçi Hareket Partisi,Sivas,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Abdüllatif Şener,Abdüllatif Şener,Fazilet Partisi,Sivas,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Musa Demirci,Musa Demirci,Fazilet Partisi,Sivas,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Temel Karamollaoğlu,Temel Karamollaoğlu,Fazilet Partisi,Sivas,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Muzaffer Çakmaklı,"",Milliyetçi Hareket Partisi,Şanlıurfa,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Ahmet Karavar,"",Fazilet Partisi,Şanlıurfa,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Yahya Akman,Yahya Akman,Fazilet Partisi,Şanlıurfa,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Zülfükar İzol,Zülfükar İzol,Fazilet Partisi,Şanlıurfa,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Mustafa Niyazi Yanmaz,"",Fazilet Partisi,Şanlıurfa,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Eyyüp Cenap Gülpınar,Eyyüp Cenap Gülpınar,Anavatan Partisi,Şanlıurfa,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Mehmet Güneş,"",Anavatan Partisi,Şanlıurfa,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Mehmet Fevzi Şıhanlıoğlu,Mehmet Fevzi Şıhanlıoğlu,Doğru Yol Partisi,Şanlıurfa,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Mehmet Yalçınkaya,"",Doğru Yol Partisi,Şanlıurfa,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Necmettin Cevheri,Necmettin Cevheri,Doğru Yol Partisi,Şanlıurfa,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Sedat Edip Bucak,Sedat Edip Bucak,Doğru Yol Partisi,Şanlıurfa,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Abdullah Veli Seyda,Abdullah Veli Seyda,Fazilet Partisi,Şırnak,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Mehmet Salih Yıldırım,Mehmet Salih Yıldırım,Anavatan Partisi,Şırnak,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Mehmet Sait Değer,"",Doğru Yol Partisi,Şırnak,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Fevzi Aytekin,Fevzi Aytekin,Demokratik Sol Parti,Tekirdağ,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Bayram Fırat Dayanıklı,"",Demokratik Sol Parti,Tekirdağ,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Ahmet Zamantılı,"",Demokratik Sol Parti,Tekirdağ,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Enis Sülün,Enis Sülün,Anavatan Partisi,Tekirdağ,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Nihan İlgün,Nihan İlgün,Doğru Yol Partisi,Tekirdağ,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Hasan Hüseyin Balak,"",Milliyetçi Hareket Partisi,Tokat,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Lütfi Ceylan,Lütfi Ceylan,Milliyetçi Hareket Partisi,Tokat,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Reşat Doğru,Reşat Doğru,Milliyetçi Hareket Partisi,Tokat,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Bekir Sobacı,"",Fazilet Partisi,Tokat,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Mehmet Ergün Dağcıoğlu,"",Fazilet Partisi,Tokat,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Ali Şevki Erek,Ali Şevki Erek,Doğru Yol Partisi,Tokat,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Hikmet Sami Türk,Hikmet Sami Türk,Demokratik Sol Parti,Trabzon,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Nail Çelebi,"",Milliyetçi Hareket Partisi,Trabzon,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Orhan Bıçakçıoğlu,"",Milliyetçi Hareket Partisi,Trabzon,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Şeref Malkoç,Şeref Malkoç,Fazilet Partisi,Trabzon,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Ali Kemal Başaran,Ali Kemal Başaran,Anavatan Partisi,Trabzon,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Eyüp Aşık,Eyüp Aşık,Anavatan Partisi,Trabzon,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Ali Naci Tuncer,Ali Naci Tuncer,Doğru Yol Partisi,Trabzon,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Kamer Genç,Kamer Genç,Doğru Yol Partisi,Tunceli,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Bekir Gündoğan,"",Bağımsız,Tunceli,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Hasan Özgöbek,"",Demokratik Sol Parti,Uşak,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Mehmet Yaşar Ünal,"",Demokratik Sol Parti,Uşak,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Armağan Yılmaz,"",Milliyetçi Hareket Partisi,Uşak,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Ayhan Çevik,Ayhan Çevik (siyasetçi),Milliyetçi Hareket Partisi,Van,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Fethullah Erbaş,Fethullah Erbaş,Fazilet Partisi,Van,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Maliki Ejder Arvas,Maliki Ejder Arvas,Fazilet Partisi,Van,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Mustafa Bayram,Mustafa Bayram (Van doğumlu),Fazilet Partisi,Van,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Kamran İnan,Kamran İnan,Anavatan Partisi,Van,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Hüseyin Çelik,Hüseyin Çelik,Doğru Yol Partisi,Van,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Fetullah Gültepe,"",Doğru Yol Partisi,Van,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Hasan Suna,"",Demokratik Sol Parti,Yalova,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Yaşar Okuyan,Yaşar Okuyan,Anavatan Partisi,Yalova,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Ahmet Erol Ersoy,"",Milliyetçi Hareket Partisi,Yozgat,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Mesut Türker,"",Milliyetçi Hareket Partisi,Yozgat,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Şuayip Üşenmez,Şuayip Üşenmez,Milliyetçi Hareket Partisi,Yozgat,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
İlyas Arslan,İlyas Arslan,Fazilet Partisi,Yozgat,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Mehmet Çiçek,Mehmet Çiçek,Fazilet Partisi,Yozgat,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Lütfullah Kayalar,Lütfullah Kayalar,Anavatan Partisi,Yozgat,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Hasan Gemici,Hasan Gemici,Demokratik Sol Parti,Zonguldak,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Ömer Üstünkol,"",Demokratik Sol Parti,Zonguldak,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Tahsin Baysık,"",Demokratik Sol Parti,Zonguldak,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
İsmail Cerrahoğlu,"",Milliyetçi Hareket Partisi,Zonguldak,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Veysel Atasoy,Veysel Atasoy,Anavatan Partisi,Zonguldak,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Ömer Barutçu,Ömer Barutçu,Doğru Yol Partisi,Zonguldak,21,https://tr.wikipedia.org/wiki/TBMM_21._d%C3%B6nem_milletvekilleri_listesi
Cevdet Akçalı,Cevdet Akçalı,Refah Partisi,Adana,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Uğur Aksöz,Uğur Aksöz,Anavatan Partisi,Adana,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
İmren Aykut,İmren Aykut,Anavatan Partisi,Adana,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
İbrahim Yavuz Bildik,İbrahim Yavuz Bildik,Demokratik Sol Parti,Adana,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Mehmet Ali Bilici,Mehmet Ali Bilici,Anavatan Partisi,Adana,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Yakup Budak,Yakup Budak,Refah Partisi,Adana,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Mehmet Büyükyılmaz,Mehmet Büyükyılmaz,Demokratik Sol Parti,Adana,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Sıtkı Cengil,"",Refah Partisi,Adana,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
İbrahim Cevher Cevheri,İbrahim Cevher Cevheri,Doğru Yol Partisi,Adana,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Erol Çevikçe,Erol Çevikçe,Cumhuriyet Halk Partisi,Adana,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Mehmet Halit Dağlı,Mehmet Halit Dağlı,Doğru Yol Partisi,Adana,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Veli Andaç Durak,Veli Andaç Durak,Doğru Yol Partisi,Adana,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Tuncay Karaytuğ,"",Demokratik Sol Parti,Adana,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Orhan Kavuncu,Orhan Kavuncu,Anavatan Partisi,Adana,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Mustafa Küpeli,Mustafa Küpeli,Doğru Yol Partisi,Adana,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Arif Sezer,Arif Sezer,Demokratik Sol Parti,Adana,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
İbrahim Ertan Yülek,"",Refah Partisi,Adana,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Mahmut Nedim Bilgiç,Mahmut Nedim Bilgiç,Doğru Yol Partisi,Adıyaman,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Mahmut Bozkurt,Mahmut Bozkurt,Anavatan Partisi,Adıyaman,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Ahmet Çelik,"",Refah Partisi,Adıyaman,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Ahmet Doğan,"Ahmet Doğan (siyasetçi, 1950)",Refah Partisi,Adıyaman,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Celal Topkan,"",Cumhuriyet Halk Partisi,Adıyaman,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Sait Açba,Sait Açba,Refah Partisi,Afyonkarahisar,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
İsmet Attila,İsmet Attila,Doğru Yol Partisi,Afyonkarahisar,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Osman Hazer,"",Refah Partisi,Afyonkarahisar,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Halil İbrahim Özsoy,Halil İbrahim Özsoy,Anavatan Partisi,Afyonkarahisar,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Yaman Törüner,Yaman Törüner,Doğru Yol Partisi,Afyonkarahisar,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Kubilay Uygun,Kubilay Uygun,Demokratik Sol Parti,Afyonkarahisar,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Nuri Yabuz,"",Doğru Yol Partisi,Afyonkarahisar,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Sıddık Altay,"",Refah Partisi,Ağrı,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Cemil Erhan,Cemil Erhan,Doğru Yol Partisi,Ağrı,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Yaşar Eryılmaz,Yaşar Eryılmaz,Anavatan Partisi,Ağrı,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Celal Esin,Celal Esin,Refah Partisi,Ağrı,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Mehmet Ziyattin Tokar,Mehmet Ziyattin Tokar,Refah Partisi,Ağrı,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Mehmet Altınsoy,Mehmet Altınsoy,Refah Partisi,Aksaray,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Nevzat Köse,Nevzat Köse,Doğru Yol Partisi,Aksaray,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Murtaza Özkanlı,"",Refah Partisi,Aksaray,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Sadi Somuncuoğlu,Sadi Somuncuoğlu,Anavatan Partisi,Aksaray,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Aslan Ali Hatipoğlu,"",Anavatan Partisi,Amasya,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Ahmet İyimaya,Ahmet İyimaya,Doğru Yol Partisi,Amasya,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Cemalettin Lafçı,"",Refah Partisi,Amasya,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Haydar Oymak,Haydar Oymak,Cumhuriyet Halk Partisi,Amasya,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
İlhan Aküzüm,İlhan Aküzüm,Doğru Yol Partisi,Ankara,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Nejat Arseven,Nejat Arseven,Anavatan Partisi,Ankara,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
Yılmaz Ateş,Yılmaz Ateş,Cumhuriyet Halk Partisi,Ankara,20,https://tr.wikipedia.org/wiki/TBMM_20._d%C3%B6nem_milletvekilleri_listesi
