id,name,name__ru,party,party__ru,image,term,source
401,MAMYROVA Bodosh Amanbaevna,МАМЫРОВА Бөдөш Аманбаевна,ArNamys,«Ар–Намыс»,http://www.kenesh.kg/MyFiles/image/%D0%9C%D0%B0%D0%BC%D1%8B%D1%80%D0%BE%D0%B2%D0%B0%20%D0%91_%20%D0%90_%20copy.jpg,5,http://www.kenesh.kg/RU/Articles/401-MAMYROVA_Bodosh_Amanbaevna__Frakciya_ArNamys.aspx
396,MOLDOBAEV Narynbek,МОЛДОБАЕВ Нарынбек,Reforma uchun,"""Реформа үчүн""",http://www.kenesh.kg/MyFiles/image/%D0%9C%D0%BE%D0%BB%D0%B4%D0%BE%D0%B1%D0%B0%D0%B5%D0%B2%20%D0%9D%20copy.jpg,5,http://www.kenesh.kg/RU/Articles/396-MOLDOBAEV_Narynbek__deputatskaya_gruppa_Reforma_uchun.aspx
30724,MURATOV Timur,МУРАТОВ Тимур,AtaZHurt,«Ата-Журт»,"",5,http://www.kenesh.kg/RU/Articles/30724-MURATOV_Timur__Frakciya_AtaZHurt.aspx
395,MURASHEV Nurbek Murpazylzhanovich,МУРАШЕВ Нурбек Мурпазылжанович,Respublika,«Республика»,http://www.kenesh.kg/MyFiles/image/%D0%A4%D0%BE%D1%82%D0%BE%20%D1%84%D1%80%D0%B0%D0%BA%D1%86%D0%B8%D1%8F%20%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0/sait/40946_watermark_12_12_rightbottom.jpg,5,http://www.kenesh.kg/RU/Articles/395-MURASHEV_Nurbek_Murpazylzhanovich__Frakciya_Respublika.aspx
17308,MURZABEKOV Kantemir Zulumovich,МУРЗАБЕКОВ Кантемир Зулумович,AtaZHurt,«Ата-Журт»,http://www.kenesh.kg/MyFiles/image/IMG_5839%D0%9C%D1%83%D1%80%D0%B7%D0%B0%D0%B1%D0%B5%D0%BA%D0%BE%D0%B2.JPG,5,http://www.kenesh.kg/RU/Articles/17308-MURZABEKOV_Kantemir_Zulumovich_Frakciya_AtaZHurt.aspx
394,NARMATOVA Nadira Azimovna,НАРМАТОВА Надира Азимовна,AtaZHurt,«Ата-Журт»,http://www.kenesh.kg/MyFiles/image/%D0%9D%D0%B0%D1%80%D0%BC%D0%B0%D1%82%D0%BE%D0%B2%D0%B0%20%D0%9D_%20copy.jpg,5,http://www.kenesh.kg/RU/Articles/394-NARMATOVA_Nadira_Azimovna__Frakciya_AtaZHurt.aspx
379,NIKITENKO Natalya Vladimirovna,НИКИТЕНКО Наталья Владимировна,Ata Meken,«Ата Мекен»,http://www.kenesh.kg/MyFiles/image/%D0%9D%D0%B8%D0%BA%D0%B8%D1%82%D0%B5%D0%BD%D0%BA%D0%BE%20%D1%84%D0%BE%D1%82%D0%BE.JPG,5,http://www.kenesh.kg/RU/Articles/379-NIKITENKO_Natalya_Vladimirovna__Frakciya_Ata_Meken.aspx
20995,NURKULOV Ulanbek Kaldarovich,НУРКУЛОВ Уланбек Калдарович,AtaMeken,"""Ата-Мекен""",http://www.kenesh.kg/MyFiles/image/IMG_0759ag.jpg,5,http://www.kenesh.kg/RU/Articles/20995-NURKULOV_Ulanbek_Kaldarovich_Frakciya_AtaMeken.aspx
367,NYSHANOV Sajdulla Kanbolotovich,НЫШАНОВ Сайдулла Канболотович,AtaMeken,«Ата-Мекен»,http://www.kenesh.kg/MyFiles/image/%D0%9D%D1%8B%D1%88%D0%B0%D0%BD%D0%BE%D0%B2%20%D0%A1_%20%D0%9A_.JPG,5,http://www.kenesh.kg/RU/Articles/367-NYSHANOV_Sajdulla_Kanbolotovich__Frakciya_AtaMeken.aspx
377,OBDUNOV Elmurat Abduvapovich,ОБДУНОВ Элмурат Абдувапович,Respublika,«Республика»,http://www.kenesh.kg/MyFiles/image/%D0%9E%D0%B1%D0%B4%D1%83%D0%BD%D0%BE%D0%B2%20%D0%AD_%20copy.jpg,5,http://www.kenesh.kg/RU/Articles/377-OBDUNOV_Elmurat_Abduvapovich__Frakciya_Respublika.aspx
311,OMURBEKOV Kurmanbek Kasymbekovich,ОМУРБЕКОВ Курманбек Касымбекович – Фракция «Ар,ArNamys,Намыс»,http://www.kenesh.kg/MyFiles/image/%D0%9E%D0%BC%D1%83%D1%80%D0%B1%D0%B5%D0%BA%D0%BE%D0%B2%20%D0%9A_%D0%9A_8274.jpg,5,http://www.kenesh.kg/RU/Articles/311-OMURBEKOV_Kurmanbek_Kasymbekovich__Frakciya_ArNamys.aspx
375,OROZBAEV Mamat,ОРОЗБАЕВ Мамат,SDPK,СДПК,http://www.kenesh.kg/MyFiles/image/%D0%9E%D1%80%D0%BE%D0%B7%D0%B1%D0%B0%D0%B5%D0%B2%20%D0%9C_%20copy.jpg,5,http://www.kenesh.kg/RU/Articles/375-OROZBAEV_Mamat__Frakciya_SDPK.aspx
340,OROZOVA Karamat Babashevna,ОРОЗОВА Карамат Бабашевна,SDPK,СДПК,http://www.kenesh.kg/MyFiles/image/IMG_9420(3).jpg,5,http://www.kenesh.kg/RU/Articles/340-OROZOVA_Karamat_Babashevna__Frakciya_SDPK.aspx
374,OSMONALIEV Kanybek,ОСМОНАЛИЕВ Каныбек,ArNamys,« Ар–Намыс»,http://www.kenesh.kg/MyFiles/image/%D0%9E%D1%81%D0%BC%D0%BE%D0%BD%D0%BE%D0%BD%D0%B0%D0%BB%D0%B8%D0%B5%D0%B2%20%D0%9A_%20%D0%9E_.JPG,5,http://www.kenesh.kg/RU/Articles/374-OSMONALIEV_Kanybek__Frakciya__ArNamys.aspx
373,OSMONOV Kurmanbek Ergeshovich,ОСМОНОВ Курманбек Эргешович,AtaZHurt,«Ата-Журт»,http://www.kenesh.kg/MyFiles/image/%D0%9E%D1%81%D0%BC%D0%BE%D0%BD%D0%BE%D0%B2%20%D0%9A_%20%D0%AD_%20copy.jpg,5,http://www.kenesh.kg/RU/Articles/373-OSMONOV_Kurmanbek_Ergeshovich__Frakciya_AtaZHurt.aspx
372,OSMONOV Malik Kalylovich,ОСМОНОВ Малик Калылович,Respublika,«Республика»,http://www.kenesh.kg/MyFiles/image/%D0%A4%D0%BE%D1%82%D0%BE%20%D1%84%D1%80%D0%B0%D0%BA%D1%86%D0%B8%D1%8F%20%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0/sait/%D0%BE%D1%81%D0%BC%D0%BE%D0%BD%D0%BE%D0%B2.jpg,5,http://www.kenesh.kg/RU/Articles/372-OSMONOV_Malik_Kalylovich__Frakciya_Respublika.aspx
371,PIRMATOV Isxak Ajtbaevich,ПИРМАТОВ Исхак Айтбаевич,Respublika,«Республика»,http://www.kenesh.kg/MyFiles/image/%D0%A4%D0%BE%D1%82%D0%BE%20%D1%84%D1%80%D0%B0%D0%BA%D1%86%D0%B8%D1%8F%20%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0/sait/%D0%9F%D0%B8%D1%80%D0%BC%D0%B0%D1%82%D0%BE%D0%B21.JPG,5,http://www.kenesh.kg/RU/Articles/371-PIRMATOV_Isxak_Ajtbaevich__Frakciya_Respublika.aspx
22032,RASULOV Majrambek Alisherovich,РАСУЛОВ Майрамбек Алишерович,ArNamys,"""Ар-Намыс""",http://www.kenesh.kg/MyFiles/image/IMG_8094.JPG,5,http://www.kenesh.kg/RU/Articles/22032-RASULOV_Majrambek_Alisherovich__Frakciya_ArNamys.aspx
370,REZHAVALIEV Abdulatip Mamatasanovich,РЕЖАВАЛИЕВ Абдулатип Маматасанович,Onuguu,"""Өнүгүү""",http://www.kenesh.kg/MyFiles/image/%D0%A0%D0%B5%D0%B6%D0%B0%D0%B2%D0%B0%D0%BB%D0%B8%D0%B5%D0%B2%20%D0%90_%20%D0%9C_.jpg,5,http://www.kenesh.kg/RU/Articles/370-REZHAVALIEV_Abdulatip_Mamatasanovich__deputatskaya_gruppa_Onuguu.aspx
369,RYSPAEV Kozhobek Dzhajchybekovich,РЫСПАЕВ Кожобек Джайчыбекович,ArNamys,«Ар–Намыс»,"",5,http://www.kenesh.kg/RU/Articles/369-RYSPAEV_Kozhobek_Dzhajchybekovich__Frakciya_ArNamys.aspx
368,SABIROV Maksat Esenovich,САБИРОВ Максат Эсенович,Respublika,«Республика»,http://www.kenesh.kg/MyFiles/image/%D0%A4%D0%BE%D1%82%D0%BE%20%D1%84%D1%80%D0%B0%D0%BA%D1%86%D0%B8%D1%8F%20%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0/sait/C%D0%B0%D0%B1%D0%B8%D1%80%D0%BE%D0%B2.JPG,5,http://www.kenesh.kg/RU/Articles/368-SABIROV_Maksat_Esenovich__Frakciya_Respublika.aspx
366,SADYRBAEVA Gulasal Sadyrbaevna,САДЫРБАЕВА Гуласал Садырбаевна,Ata Meken,«Ата Мекен»,http://www.kenesh.kg/MyFiles/image/%D0%A1%D0%B0%D0%B4%D1%8B%D1%80%D0%B1%D0%B0%D0%B5%D0%B2%D0%B0%20%D0%93_.jpg,5,http://www.kenesh.kg/RU/Articles/366-SADYRBAEVA_Gulasal_Sadyrbaevna__Frakciya_Ata_Meken.aspx
365,SAKEBAEV Erkin Abdyshevich,САКЕБАЕВ Эркин Абдышевич,SDPK,СДПК,http://www.kenesh.kg/MyFiles/image/%D0%A1%D0%B0%D0%BA%D0%B5%D0%B1%D0%B0%D0%B5%D0%B2%20%D0%AD_%20%D0%90_%20copy.jpg,5,http://www.kenesh.kg/RU/Articles/365-SAKEBAEV_Erkin_Abdyshevich__Frakciya_SDPK.aspx
364,SALIMOV Tursuntaj Ablizovich,САЛИМОВ Турсунтай Аблизович,SDPK,СДПК,http://www.kenesh.kg/MyFiles/image/Salimov.jpg,5,http://www.kenesh.kg/RU/Articles/364-SALIMOV_Tursuntaj_Ablizovich__Frakciya_SDPK.aspx
363,SALYMBEKOV Mamytbaj Matkabylovich,САЛЫМБЕКОВ Мамытбай Маткабылович,SDPK,СДПК,http://www.kenesh.kg/MyFiles/image/%D0%A1%D0%B0%D0%BB%D1%8B%D0%BC%D0%B1%D0%B5%D0%BA%D0%BE%D0%B2%20%D0%9C_%20copy.jpg,5,http://www.kenesh.kg/RU/Articles/363-SALYMBEKOV_Mamytbaj_Matkabylovich__Frakciya_SDPK.aspx
362,SAMAKOV Karganbek Sadykovich,САМАКОВ Карганбек Садыкович,Ata Meken,«Ата Мекен»,http://www.kenesh.kg/MyFiles/image/%D0%A1%D0%B0%D0%BC%D0%B0%D0%BA%D0%BE%D0%B2%20%D0%9A_%20%D0%A1_.jpg,5,http://www.kenesh.kg/RU/Articles/362-SAMAKOV_Karganbek_Sadykovich__Frakciya_Ata_Meken.aspx
1119,SAMATOV ZHyrgalbek Alimbaevich,САМАТОВ Жыргалбек Алимбаевич,AtaZHurt,«Ата-Журт»,http://www.kenesh.kg/MyFiles/image/%D0%A1%D0%B0%D0%BC%D0%B0%D1%82%D0%BE%D0%B2%20%D0%96%D1%8B%D1%80%D0%B3%D0%B0%D0%BB%D0%B1%D0%B5%D0%BA%20copy.jpg,5,http://www.kenesh.kg/RU/Articles/1119-SAMATOV_ZHyrgalbek_Alimbaevich__Frakciya_AtaZHurt.aspx
240,SAPARBAEV ZHoomart Raxatovich,САПАРБАЕВ Жоомарт Рахатович,Ata Meken,«Ата Мекен»,http://www.kenesh.kg/MyFiles/image/IMG_2029%D0%B0%D0%B2.jpg,5,http://www.kenesh.kg/RU/Articles/240-SAPARBAEV_ZHoomart_Raxatovich__Frakciya_Ata_Meken.aspx
361,SASYKBAEVA Asiya Ajtbaevna,САСЫКБАЕВА Асия Айтбаевна,Ata Meken,«Ата Мекен»,http://www.kenesh.kg/MyFiles/image/%D0%A1%D0%B0%D1%81%D1%8B%D0%BA%D0%B1%D0%B0%D0%B5%D0%B2%D0%B0%20%D0%90_%20%D0%90_.jpg,5,http://www.kenesh.kg/RU/Articles/361-SASYKBAEVA_Asiya_Ajtbaevna__Frakciya_Ata_Meken.aspx
360,SKRIPKINA Galina Anatolevna,СКРИПКИНА Галина Анатольевна,SDPK,СДПК,http://www.kenesh.kg/MyFiles/image/%D0%A1%D0%BA%D1%80%D0%B8%D0%BF%D0%BA%D0%B8%D0%BD%D0%B0%20%D0%93_%20%D0%9D_.jpg,5,http://www.kenesh.kg/RU/Articles/360-SKRIPKINA_Galina_Anatolevna__Frakciya_SDPK.aspx
307,SULAJMANKULOV Bolot Abykeevich,СУЛАЙМАНКУЛОВ Болот Абыкеевич,Respublika,«Республика»,http://www.kenesh.kg/MyFiles/image/%D0%A1%D1%83%D0%BB%D0%B0%D0%B9%D0%BC%D0%B0%D0%BD%D0%BA%D1%83%D0%BB%D0%BE%D0%B2%20%D0%91%20%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0%20(2).jpg,5,http://www.kenesh.kg/RU/Articles/307-SULAJMANKULOV_Bolot_Abykeevich__Frakciya_Respublika.aspx
244,SULAJMANOV Altynbek Turdubaevich,СУЛАЙМАНОВ Алтынбек Турдубаевич,Respublika,«Республика»,http://www.kenesh.kg/MyFiles/image/%D0%A4%D0%BE%D1%82%D0%BE%20%D1%84%D1%80%D0%B0%D0%BA%D1%86%D0%B8%D1%8F%20%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0/sait/12-%D0%B0%D0%BF%D1%80%20%D0%90%20%D0%A1%D1%83%D0%BB%D0%B0%D0%B9%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2%20%D0%BE%D0%BC%D1%83%D1%80%20%D0%B1%D0%B0%D1%8F%D0%BD%D0%B3%D0%B0.jpg,5,http://www.kenesh.kg/RU/Articles/244-SULAJMANOV_Altynbek_Turdubaevich__Frakciya_Respublika.aspx
1120,SULEJMANOV Baxadyr Iskakovich,СУЛЕЙМАНОВ Бахадыр Искакович,AtaZHurt,"""Ата-Журт""",http://www.kenesh.kg/MyFiles/image/5Z4Q0500%20%D0%BA%D0%BE%D0%BF%D0%B8.jpg,5,http://www.kenesh.kg/RU/Articles/1120-SULEJMANOV_Baxadyr_Iskakovich__Frakciya_AtaZHurt.aspx
358,SULTANBEKOVA CHolpon Aalyevna,СУЛТАНБЕКОВА Чолпон Аалыевна,Respublika,«Республика»,http://www.kenesh.kg/MyFiles/image/%D0%A4%D0%BE%D1%82%D0%BE%20%D1%84%D1%80%D0%B0%D0%BA%D1%86%D0%B8%D1%8F%20%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0/sait/%D0%A1%D1%83%D0%BB%D1%82%D0%B0%D0%BD%D0%B1%D0%B5%D0%BA%D0%BE%D0%B2%D0%B0.JPG,5,http://www.kenesh.kg/RU/Articles/358-SULTANBEKOVA_CHolpon_Aalyevna__Frakciya_Respublika.aspx
357,SULTANOV Akylbek SHakirovich,СУЛТАНОВ Акылбек Шакирович,SDPK,СДПК,http://www.kenesh.kg/MyFiles/image/%D0%A1%D1%83%D0%BB%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%20%20%20%D0%B0%D1%88.jpg,5,http://www.kenesh.kg/RU/Articles/357-SULTANOV_Akylbek_SHakirovich__Frakciya_SDPK.aspx
356,SULTANOV Marat Abdyrazakovich,СУЛТАНОВ Марат Абдыразакович,AtaZHurt,«Ата-Журт»,http://www.kenesh.kg/MyFiles/image/%D0%A1%D1%83%D0%BB%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%20%D0%9C_%20%D0%90_.jpg,5,http://www.kenesh.kg/RU/Articles/356-SULTANOV_Marat_Abdyrazakovich__Frakciya_AtaZHurt.aspx
355,SURAKMATOV Aziz Emilbekovich,СУРАКМАТОВ Азиз Эмильбекович,AtaZHurt,«Ата-Журт»,http://www.kenesh.kg/MyFiles/image/%D0%A1%D1%83%D1%80%D0%B0%D0%BA%D0%BC%D0%B0%D1%82%D0%BE%D0%B2%20%D0%90%20%D0%AD_%20copy.jpg,5,http://www.kenesh.kg/RU/Articles/355-SURAKMATOV_Aziz_Emilbekovich__Frakciya_AtaZHurt.aspx
352,TEKEBAEV Omurbek CHirkeshovich,ТЕКЕБАЕВ Омурбек Чиркешович,Ata Meken,«Ата Мекен»,http://www.kenesh.kg/MyFiles/image/IMG_1170%D0%B0%D0%B2.jpg,5,http://www.kenesh.kg/RU/Articles/352-TEKEBAEV_Omurbek_CHirkeshovich__Frakciya_Ata_Meken.aspx
351,TERBISHALIEV Daniyar Omurzakovich,ТЕРБИШАЛИЕВ Данияр Омурзакович,SDPK,СДПК,http://www.kenesh.kg/MyFiles/image/%D0%A2%D0%B5%D1%80%D0%B1%D0%B8%D1%88%D0%B0%D0%BB%D0%B8%D0%B5%D0%B2%20.jpg,5,http://www.kenesh.kg/RU/Articles/351-TERBISHALIEV_Daniyar_Omurzakovich__Frakciya_SDPK.aspx
11298,TILENCHIEVA Majramkul Bekchoroevna,ТИЛЕНЧИЕВА Майрамкуль Бекчороевна,ArNamys,"""Ар-Намыс""",http://www.kenesh.kg/MyFiles/image/%D0%9C_%D0%A2%D0%B8%D0%BB%D0%B5%D0%BD%D1%87%D0%B8%D0%B5%D0%B2%D0%B0.jpg,5,http://www.kenesh.kg/RU/Articles/11298-TILENCHIEVA_Majramkul_Bekchoroevna__Frakciya_ArNamys.aspx
350,TOLOGONOV Rajkan,ТОЛОГОНОВ Райкан,Ata Meken,«Ата Мекен»,http://www.kenesh.kg/MyFiles/image/%D0%A2%D0%BE%D0%BB%D0%BE%D0%B3%D0%BE%D0%BD%D0%BE%D0%B2%20%D0%A0_.jpg,5,http://www.kenesh.kg/RU/Articles/350-TOLOGONOV_Rajkan__Frakciya_Ata_Meken.aspx
245,TOROBAEV Bakyt Ergeshevich,ТОРОБАЕВ Бакыт Эргешевич,Onuguu,"""Өнүгүү""",http://www.kenesh.kg/MyFiles/image/DSC_7426.JPG,5,http://www.kenesh.kg/RU/Articles/245-TOROBAEV_Bakyt_Ergeshevich__deputatskaya_gruppa_Onuguu.aspx
349,TOROBEKOV Nurlan Nadirovich,ТОРОБЕКОВ Нурлан Надирович,ArNamys,«Ар–Намыс»,http://www.kenesh.kg/MyFiles/image/%D0%B08.jpg,5,http://www.kenesh.kg/RU/Articles/349-TOROBEKOV_Nurlan_Nadirovich__Frakciya_ArNamys.aspx
348,TUMANOV Kubanychbek Tumanovich,ТУМАНОВ Кубанычбек Туманович,ArNamys,«Ар–Намыс»,http://www.kenesh.kg/MyFiles/image/%D0%A2%D1%83%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2%20%D0%9A_%20copy.jpg,5,http://www.kenesh.kg/RU/Articles/348-TUMANOV_Kubanychbek_Tumanovich__Frakciya_ArNamys.aspx
347,TUMANOV Toktogul Tumanovich,ТУМАНОВ Токтогул Туманович,SDPK,СДПК,http://www.kenesh.kg/MyFiles/image/%D0%A2%D1%83%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2%20%D0%A2_%20copy.jpg,5,http://www.kenesh.kg/RU/Articles/347-TUMANOV_Toktogul_Tumanovich__Frakciya_SDPK.aspx
346,TURSUNBEKOV CHynybaj Akunovich,ТУРСУНБЕКОВ Чыныбай Акунович,SDPK,СДПК,http://www.kenesh.kg/MyFiles/image/IMG_1285%D0%B0%D0%B2.jpg,5,http://www.kenesh.kg/RU/Articles/346-TURSUNBEKOV_CHynybaj_Akunovich__Frakciya_SDPK.aspx
344,UZAKBAEV Talantbek Makishovich,УЗАКБАЕВ Талантбек Макишович,ArNamys,«Ар–Намыс»,http://www.kenesh.kg/MyFiles/image/%D0%A3%D0%B7%D0%B0%D0%BA%D0%B1%D0%B0%D0%B5%D0%B2%20%D0%A2_%20%D0%9C_%20copy.jpg,5,http://www.kenesh.kg/RU/Articles/344-UZAKBAEV_Talantbek_Makishovich__Frakciya_ArNamys.aspx
236,CHOLPONBAEV Ulan Saparbekovich,ЧОЛПОНБАЕВ Улан Сапарбекович,AtaZHurt,«Ата-Журт»,http://www.kenesh.kg/MyFiles/image/%D0%A7%D0%BE%D0%BB%D0%BF%D0%BE%D0%BD%D0%B1%D0%B0%D0%B5%D0%B2%20%D0%A3_%20copy.jpg,5,http://www.kenesh.kg/RU/Articles/236-CHOLPONBAEV_Ulan_Saparbekovich__Frakciya_AtaZHurt.aspx
343,SHAJNAZAROV Tynchtyk Urajimovich,ШАЙНАЗАРОВ Тынчтык Урайимович,Onuguu,"""Өнүгүү""",http://www.kenesh.kg/MyFiles/image/%D0%A8%D0%B0%D0%B9%D0%BD%D0%B0%D0%B7%D0%B0%D1%80%D0%BE%D0%B2%20%D0%A2_%20%D0%A3_.jpg,5,http://www.kenesh.kg/RU/Articles/343-SHAJNAZAROV_Tynchtyk_Urajimovich__deputatskaya_gruppa_Onuguu.aspx
17309,SHARSHEEV Bakyt Oktyabrovich,ШАРШЕЕВ Бакыт Октябрович,AtaZHurt,«Ата-Журт»,http://www.kenesh.kg/MyFiles/image/%D0%A8%D0%B0%D1%80%D1%88%D0%B5%D0%B5%D0%B2_%D0%91_.JPG,5,http://www.kenesh.kg/RU/Articles/17309-SHARSHEEV_Bakyt_Oktyabrovich_Frakciya_AtaZHurt.aspx
342,SHER Bolot,ШЕР Болот,Ata Meken,«Ата Мекен»,http://www.kenesh.kg/MyFiles/image/%D0%A8%D0%B5%D1%80%20%D0%91%D0%BE%D0%BB%D0%BE%D1%82.jpg,5,http://www.kenesh.kg/RU/Articles/342-SHER_Bolot__Frakciya_Ata_Meken.aspx
341,SHIN Roman,ШИН Роман,Reforma uchun,"""Реформа үчүн""",http://www.kenesh.kg/MyFiles/image/%D0%A8%D0%B8%D0%BD%20%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD%20copy.jpg,5,http://www.kenesh.kg/RU/Articles/341-SHIN_Roman__deputatskaya_gruppa_Reforma_uchun.aspx
2891,ESHIMOV Akylbek ZHusupovich,ЭШИМОВ Акылбек Жусупович,Respublika,«Республика»,http://www.kenesh.kg/MyFiles/image/%D0%A4%D0%BE%D1%82%D0%BE%20%D1%84%D1%80%D0%B0%D0%BA%D1%86%D0%B8%D1%8F%20%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0/sait/%D0%AD%D1%88%D0%B8%D0%BC%D0%BE%D0%B2.JPG,5,http://www.kenesh.kg/RU/Articles/2891-ESHIMOV_Akylbek_ZHusupovich__Frakciya_Respublika.aspx
