name,state,constituency,wikipedia,party_id,party,term,source,area,coalition,coalition_id
Tan Chai Ho,Federal Territory,Bandar Tun Razak,http://en.wikipedia.org/wiki/Tan_Chai_Ho,MCA,Malaysian Chinese Association,10,"","Bandar Tun Razak, Federal Territory",Barisan Nasional,BN
Shahrizat Abdul Jalil,Federal Territory,Lembah Pantai,http://en.wikipedia.org/wiki/Shahrizat_Abdul_Jalil,UMNO,United Malays National Organisation,10,"","Lembah Pantai, Federal Territory",Barisan Nasional,BN
G. Palanivel,Selangor,Hulu Selangor,http://en.wikipedia.org/wiki/G._Palanivel,MIC,Malaysian Indian Congress,10,"","Hulu Selangor, Selangor",Barisan Nasional,BN
Ong Tee Keat,Selangor,Ampang Jaya,http://en.wikipedia.org/wiki/Ong_Tee_Keat,MCA,Malaysian Chinese Association,10,"","Ampang Jaya, Selangor",Barisan Nasional,BN
Ramli Ngah Talib,Perak,Pasir Salak,http://en.wikipedia.org/wiki/Ramli_Ngah_Talib,UMNO,United Malays National Organisation,10,"","Pasir Salak, Perak",Barisan Nasional,BN
Mohd. Shariff Omar,Penang,Tasek Gelugor,,UMNO,United Malays National Organisation,10,"","Tasek Gelugor, Penang",Barisan Nasional,BN
Zainal Dahalan,Selangor,Sabak Bernam,,UMNO,United Malays National Organisation,10,"","Sabak Bernam, Selangor",Barisan Nasional,BN
Zainal Abidin Zin,Perak,Bagan Serai,,UMNO,United Malays National Organisation,10,"","Bagan Serai, Perak",Barisan Nasional,BN
Tengku Azlan Sultan Abu Bakar,Pahang,Jerantut,http://en.wikipedia.org/wiki/Tengku_Azlan_Sultan_Abu_Bakar,UMNO,United Malays National Organisation,10,"","Jerantut, Pahang",Barisan Nasional,BN
Mohamed Khaled Nordin,Johor,Johor Bahru,http://en.wikipedia.org/wiki/Mohamed_Khaled_Nordin,UMNO,United Malays National Organisation,10,"","Johor Bahru, Johor",Barisan Nasional,BN
Anifah Aman,Sabah,Beaufort,http://en.wikipedia.org/wiki/Anifah_Aman,UMNO,United Malays National Organisation,10,"","Beaufort, Sabah",Barisan Nasional,BN
Tan Kee Kwong,Federal Territory,Segambut,,Gerakan,Parti Gerakan Rakyat Malaysia,10,"","Segambut, Federal Territory",Barisan Nasional,BN
Tiki Lafe,Sarawak,Mas Gading,http://en.wikipedia.org/wiki/Tiki_Lafe,SPDP,Parti Pesaka Bumiputera Bersatu,10,"","Mas Gading, Sarawak",Barisan Nasional,BN
Ng Yen Yen,Pahang,Raub,http://en.wikipedia.org/wiki/Ng_Yen_Yen,MCA,Malaysian Chinese Association,10,"","Raub, Pahang",Barisan Nasional,BN
Abdul Latiff Ahmad,Johor,Mersing,http://en.wikipedia.org/wiki/Abdul_Latiff_Ahmad,UMNO,United Malays National Organisation,10,"","Mersing, Johor",Barisan Nasional,BN
Hon Choon Kim,Negeri Sembilan,Seremban,,MCA,Malaysian Chinese Association,10,"","Seremban, Negeri Sembilan",Barisan Nasional,BN
Abu Bakar Taib,Kedah,Langkawi,http://en.wikipedia.org/wiki/Abu_Bakar_Taib,UMNO,United Malays National Organisation,10,"","Langkawi, Kedah",Barisan Nasional,BN
Abu Zahar Isnin,Malacca,Jasin,,UMNO,United Malays National Organisation,10,"","Jasin, Malacca",Barisan Nasional,BN
Kamsiyah Yeop,Perak,Gerik,,UMNO,United Malays National Organisation,10,"","Gerik, Perak",Barisan Nasional,BN
Noh Omar,Selangor,Tanjong Karang,http://en.wikipedia.org/wiki/Noh_Omar,UMNO,United Malays National Organisation,10,"","Tanjong Karang, Selangor",Barisan Nasional,BN
Donald Lim Siang Chai,Selangor,Petaling Jaya Selatan,,MCA,Malaysian Chinese Association,10,"","Petaling Jaya Selatan, Selangor",Barisan Nasional,BN
Yong Khoon Seng,Sarawak,Stampin,http://en.wikipedia.org/wiki/Yong_Khoon_Seng,SUPP,Sarawak United Peoples' Party,10,"","Stampin, Sarawak",Barisan Nasional,BN
Hashim Ismail,Johor,Ledang,,UMNO,United Malays National Organisation,10,"","Ledang, Johor",Barisan Nasional,BN
Chia Kwang Chye,Penang,Bukit Bendera,,Gerakan,Parti Gerakan Rakyat Malaysia,10,"","Bukit Bendera, Penang",Barisan Nasional,BN
Wong Kam Hoong,Penang,Bayan Baru,,MCA,Malaysian Chinese Association,10,"","Bayan Baru, Penang",Barisan Nasional,BN
Robia Kosai,Johor,Muar,,UMNO,United Malays National Organisation,10,"","Muar, Johor",Barisan Nasional,BN
S. Veerasingam,Perak,Tapah,,MIC,Malaysian Indian Congress,10,"","Tapah, Perak",Barisan Nasional,BN
Rizalman Abdullah,Sabah,Tenom,,UMNO,United Malays National Organisation,10,"","Tenom, Sabah",Barisan Nasional,BN
Rohani Abdul Karim,Sarawak,Santubong,http://en.wikipedia.org/wiki/Rohani_Abdul_Karim,PBB,Parti Pesaka Bumiputera Bersatu,10,"","Santubong, Sarawak",Barisan Nasional,BN
Mahadzir Mohd Khir,Kedah,Sungai Petani,,UMNO,United Malays National Organisation,10,"","Sungai Petani, Kedah",Barisan Nasional,BN
Abdul Fatah Harun,Kelantan,Rantau Panjang,,PAS,Pan-Malaysian Islamic Party,10,"","Rantau Panjang, Kelantan",Barisan Alternatif,BA
Abdul Ghafar Baba,Malacca,Batu Berendam,http://en.wikipedia.org/wiki/Ghafar_Baba,UMNO,United Malays National Organisation,10,"","Batu Berendam, Malacca",Barisan Nasional,BN
Abdul Hadi Awang,Terengganu,Marang,http://en.wikipedia.org/wiki/Abdul_Hadi_Awang,PAS,Pan-Malaysian Islamic Party,10,"","Marang, Terengganu",Barisan Alternatif,BA
Abdul Hamid Abdul Rahman,Johor,Sungai Benut,,UMNO,United Malays National Organisation,10,"","Sungai Benut, Johor",Barisan Nasional,BN
Abdul Hamid Pawanteh,Perlis,Kangar,http://en.wikipedia.org/wiki/Abdul_Hamid_Pawanteh,UMNO,United Malays National Organisation,10,"","Kangar, Perlis",Barisan Nasional,BN
Abdul Kadir Annuar,Johor,Pulai,,UMNO,United Malays National Organisation,10,"","Pulai, Johor",Barisan Nasional,BN
Abdul Rahman Yusof,Terengganu,Kemaman,,PKR,People's Justice Party,10,"","Kemaman, Terengganu",Barisan Alternatif,BA
Abdul Taib Mahmud,Sarawak,Kota Samarahan,http://en.wikipedia.org/wiki/Abdul_Taib_Mahmud,PBB,Parti Pesaka Bumiputera Bersatu,10,"","Kota Samarahan, Sarawak",Barisan Nasional,BN
Abdullah Fadzil Che Wan,Perak,Bukit Gantang,,UMNO,United Malays National Organisation,10,"","Bukit Gantang, Perak",Barisan Nasional,BN
Abu Bakar Othman,Kedah,Jerlun,,PAS,Pan-Malaysian Islamic Party,10,"","Jerlun, Kedah",Barisan Alternatif,BA
Abu Seman Yusop,Malacca,Alor Gajah,http://en.wikipedia.org/wiki/Abu_Seman_Yusop,UMNO,United Malays National Organisation,10,"","Alor Gajah, Malacca",Barisan Nasional,BN
Ahmad Husni Hanadzlah,Perak,Tambun,http://en.wikipedia.org/wiki/Ahmad_Husni_Hanadzlah,UMNO,United Malays National Organisation,10,"","Tambun, Perak",Barisan Nasional,BN
Ahmad Zahid Hamidi,Perak,Bagan Datoh,http://en.wikipedia.org/wiki/Ahmad_Zahid_Hamidi,UMNO,United Malays National Organisation,10,"","Bagan Datoh, Perak",Barisan Nasional,BN
Alexander Nanta Linggi,Sarawak,Kapit,http://en.wikipedia.org/wiki/Alexander_Nanta_Linggi,PBB,Parti Pesaka Bumiputera Bersatu,10,"","Kapit, Sarawak",Barisan Nasional,BN
Alwi Jusoh,Kelantan,Pasir Puteh,,PAS,Pan-Malaysian Islamic Party,10,"","Pasir Puteh, Kelantan",Barisan Alternatif,BA
Amihamzah Ahmad,Pahang,Lipis,,UMNO,United Malays National Organisation,10,"","Lipis, Pahang",Barisan Nasional,BN
Amir Kahar Mustapha,Sabah,Marudu,,UMNO,United Malays National Organisation,10,"","Marudu, Sabah",Barisan Nasional,BN
Badrul Hisham Abdul Aziz,Selangor,Hulu Langat,,UMNO,United Malays National Organisation,10,"","Hulu Langat, Selangor",Barisan Nasional,BN
Billy Abit Joo,Sarawak,Hulu Rajang,http://en.wikipedia.org/wiki/Billy_Abit_Joo,PRS,Parti Rakyat Sarawak,10,"","Hulu Rajang, Sarawak",Barisan Nasional,BN
Chang See Ten,Johor,Gelang Patah,,MCA,Malaysian Chinese Association,10,"","Gelang Patah, Johor",Barisan Nasional,BN
Che Ghani Che Ambak,Terengganu,Setiu,,PAS,Pan-Malaysian Islamic Party,10,"","Setiu, Terengganu",Barisan Alternatif,BA
Chew Mei Fun,Selangor,Petaling Jaya Utara,,MCA,Malaysian Chinese Association,10,"","Petaling Jaya Utara, Selangor",Barisan Nasional,BN
Chong Eng,Penang,Bukit Mertajam,http://en.wikipedia.org/wiki/Chong_Eng,DAP,Democratic Action Party,10,"","Bukit Mertajam, Penang",Barisan Alternatif,BA
Chow Kon Yeow,Penang,Tanjong,http://en.wikipedia.org/wiki/Chow_Kon_Yeow,DAP,Democratic Action Party,10,"","Tanjong, Penang",Barisan Alternatif,BA
Fong Kui Lun,Federal Territory,Bukit Bintang,http://en.wikipedia.org/wiki/Fong_Kui_Lun,DAP,Democratic Action Party,10,"","Bukit Bintang, Federal Territory",Barisan Alternatif,BA
Fong Po Kuan,Perak,Batu Gajah,http://en.wikipedia.org/wiki/Fong_Po_Kuan,DAP,Democratic Action Party,10,"","Batu Gajah, Perak",Barisan Alternatif,BA
Fu Ah Kiow,Pahang,Mentakab,,MCA,Malaysian Chinese Association,10,"","Mentakab, Pahang",Barisan Nasional,BN
Goh Kheng Huat,Penang,Nibong Tebal,,DAP,Democratic Action Party,10,"","Nibong Tebal, Penang",Barisan Alternatif,BA
Goh Siow Huat,Negeri Sembilan,Rasah,,MCA,Malaysian Chinese Association,10,"","Rasah, Negeri Sembilan",Barisan Nasional,BN
Hasan Mohamed Ali,Perak,Parit Buntar,http://en.wikipedia.org/wiki/Hasan_Mohamed_Ali,PAS,Pan-Malaysian Islamic Party,10,"","Parit Buntar, Perak",Barisan Alternatif,BA
Hassan Mohamed,Terengganu,Besut,http://en.wikipedia.org/wiki/Hassan_Mohamed,PAS,Pan-Malaysian Islamic Party,10,"","Besut, Terengganu",Barisan Alternatif,BA
Henry Sum Agong,Sarawak,Bukit Mas,http://en.wikipedia.org/wiki/Henry_Sum_Agong,PBB,Parti Pesaka Bumiputera Bersatu,10,"","Bukit Mas, Sarawak",Barisan Nasional,BN
Hew See Tong,Perak,Kampar,,MCA,Malaysian Chinese Association,10,"","Kampar, Perak",Barisan Nasional,BN
Ho Cheong Sing,Perak,Ipoh Barat,,MCA,Malaysian Chinese Association,10,"","Ipoh Barat, Perak",Barisan Nasional,BN
Hoo Seong Chang,Johor,Kluang,,MCA,Malaysian Chinese Association,10,"","Kluang, Johor",Barisan Nasional,BN
Husam Musa,Kelantan,Kubang Kerian,http://en.wikipedia.org/wiki/Husam_Musa,PAS,Pan-Malaysian Islamic Party,10,"","Kubang Kerian, Kelantan",Barisan Alternatif,BA
Ismail Noh,Kelantan,Pasir Mas,,PAS,Pan-Malaysian Islamic Party,10,"","Pasir Mas, Kelantan",Barisan Alternatif,BA
Jacob Dungau Sagan,Sarawak,Baram,http://en.wikipedia.org/wiki/Jacob_Dungau_Sagan,SPDP,Sarawak Progressive Democratic Party,10,"","Baram, Sarawak",Barisan Nasional,BN
Jamaluddin Adnan,Selangor,Kuala Selangor,,UMNO,United Malays National Organisation,10,"","Kuala Selangor, Selangor",Barisan Nasional,BN
Jamaluddin Jarjis,Pahang,Rompin,http://en.wikipedia.org/wiki/Jamaluddin_Jarjis,UMNO,United Malays National Organisation,10,"","Rompin, Pahang",Barisan Nasional,BN
James Dawos Mamit,Sarawak,Mambong,http://en.wikipedia.org/wiki/James_Dawos_Mamit,PBB,Parti Pesaka Bumiputera Bersatu,10,"","Mambong, Sarawak",Barisan Nasional,BN
Jawah Gerang,Sarawak,Lubok Antu,,PRS,Parti Rakyat Sarawak,10,"","Lubok Antu, Sarawak",Barisan Nasional,BN
Jimmy Donald Lim,Sarawak,Sri Aman,,PRS,Parti Rakyat Sarawak,10,"","Sri Aman, Sarawak",Barisan Nasional,BN
Joseph Mauh Ikeh,Sarawak,Selangau,,PRS,Parti Rakyat Sarawak,10,"","Selangau, Sarawak",Barisan Nasional,BN
Joseph Pairin Kitingan,Sabah,Keningau,http://en.wikipedia.org/wiki/Joseph_Pairin_Kitingan,PBS,Parti Bersatu Sabah,10,"","Keningau, Sabah",,
Joseph Salang Gandum,Sarawak,Julau,http://en.wikipedia.org/wiki/Joseph_Salang_Gandum,PRS,Parti Rakyat Sarawak,10,"","Julau, Sarawak",Barisan Nasional,BN
Juslie Ajirol,Sabah,Libaran,http://en.wikipedia.org/wiki/Juslie_Ajirol,UMNO,United Malays National Organisation,10,"","Libaran, Sabah",Barisan Nasional,BN
Kamaruddin Jaafar,Kelantan,Tumpat,http://en.wikipedia.org/wiki/Kamaruddin_Jaafar,PAS,Pan-Malaysian Islamic Party,10,"","Tumpat, Kelantan",Barisan Alternatif,BA
Karnail Singh Nijhar,Selangor,Subang,http://en.wikipedia.org/wiki/K._S._Nijhar,MIC,Malaysian Indian Congress,10,"","Subang, Selangor",Barisan Nasional,BN
Kerk Kim Hock,Malacca,Kota Melaka,http://en.wikipedia.org/wiki/Kerk_Kim_Hock,DAP,Democratic Action Party,10,"","Kota Melaka, Malacca",Barisan Alternatif,BA
P. Komala Devi,Selangor,Kapar,,MIC,Malaysian Indian Congress,10,"","Kapar, Selangor",Barisan Nasional,BN
Kong Cho Ha,Perak,Lumut,http://en.wikipedia.org/wiki/Kong_Cho_Ha,MCA,Malaysian Chinese Association,10,"","Lumut, Perak",Barisan Nasional,BN
Lau Ngan Siew,Sabah,Sandakan,,LDP,Liberal Democratic Party,10,"","Sandakan, Sabah",Barisan Nasional,BN
Lee Kah Choon,Penang,Jelutong,,Gerakan,Parti Gerakan Rakyat Malaysia,10,"","Jelutong, Penang",Barisan Nasional,BN
Liew Teck Chan,Sabah,Gaya,,SAPP,Sabah Progressive Party,10,"","Gaya, Sabah",Barisan Nasional,BN
Lim Bee Kau,Kedah,Padang Serai,,MCA,Malaysian Chinese Association,10,"","Padang Serai, Kedah",Barisan Nasional,BN
Lim Hock Seng,Penang,Bagan,,DAP,Democratic Action Party,10,"","Bagan, Penang",Barisan Alternatif,BA
Liow Tiong Lai,Pahang,Bentong,http://en.wikipedia.org/wiki/Liow_Tiong_Lai,MCA,Malaysian Chinese Association,10,"","Bentong, Pahang",Barisan Nasional,BN
Loke Yuen Yow,Perak,Tanjong Malim,,MCA,Malaysian Chinese Association,10,"","Tanjong Malim, Perak",Barisan Nasional,BN
M. Shukrimum Shamsudin,Terengganu,Kuala Nerus,,PAS,Pan-Malaysian Islamic Party,10,"","Kuala Nerus, Terengganu",Barisan Alternatif,BA
Madius Tangau,Sabah,Tuaran,,UPKO,United Pasokmomogun Kadazandusun Murut Organisation,10,"","Tuaran, Sabah",Barisan Nasional,BN
Mah Siew Keong,Perak,Telok Intan,,Gerakan,Parti Gerakan Rakyat Malaysia,10,"","Telok Intan, Perak",Barisan Nasional,BN
Mahfuz Omar,Kedah,Pokok Sena,http://en.wikipedia.org/wiki/Mahfuz_Omar,PAS,Pan-Malaysian Islamic Party,10,"","Pokok Sena, Kedah",Barisan Alternatif,BA
Mastika Junaidah Husin,Perlis,Arau,,UMNO,United Malays National Organisation,10,"","Arau, Perlis",Barisan Nasional,BN
Mat Basir Rahmat,Perak,Parit,,PAS,Pan-Malaysian Islamic Party,10,"","Parit, Perak",Barisan Alternatif,BA
Maximus Johnity Ongkili,Sabah,Bandau,http://en.wikipedia.org/wiki/Maximus_Ongkili,PBS,Parti Bersatu Sabah,10,"","Bandau, Sabah",,
Mohamad Aziz,Johor,Sri Gading,http://en.wikipedia.org/wiki/Mohamad_Aziz,UMNO,United Malays National Organisation,10,"","Sri Gading, Johor",Barisan Nasional,BN
Mohamad Sabu,Kedah,Kuala Kedah,http://en.wikipedia.org/wiki/Mohamad_Sabu,PAS,Pan-Malaysian Islamic Party,10,"","Kuala Kedah, Kedah",Barisan Alternatif,BA
Mohamed Nasir Che Daud,Kelantan,Kuala Krai,,PAS,Pan-Malaysian Islamic Party,10,"","Kuala Krai, Kelantan",Barisan Alternatif,BA
Mohd. Ali Hassan,Johor,Tebrau,,UMNO,United Malays National Organisation,10,"","Tebrau, Johor",Barisan Nasional,BN
Mohd. Apandi Mohamad,Kelantan,Jeli,,PAS,Pan-Malaysian Islamic Party,10,"","Jeli, Kelantan",Barisan Alternatif,BA
Salleh Said Keruak,Sabah,Kota Belud,http://en.wikipedia.org/wiki/Salleh_Said_Keruak,UMNO,United Malays National Organisation,10,"","Kota Belud, Sabah",Barisan Nasional,BN
Mohd. Sarit Yusoh,Pahang,Temerloh,,UMNO,United Malays National Organisation,10,"","Temerloh, Pahang",Barisan Nasional,BN
Mohd Yusoff Mohd Nor,Kelantan,Machang,,PAS,Pan-Malaysian Islamic Party,10,"","Machang, Kelantan",Barisan Alternatif,BA
Mohd. Zain Omar,Penang,Balik Pulau,,UMNO,United Malays National Organisation,10,"","Balik Pulau, Penang",Barisan Nasional,BN
Mohd Zin Mohamed,Selangor,Shah Alam,http://en.wikipedia.org/wiki/Mohd_Zin_Mohamed,UMNO,United Malays National Organisation,10,"","Shah Alam, Selangor",Barisan Nasional,BN
Bung Moktar Radin,Sabah,Kinabatangan,http://en.wikipedia.org/wiki/Bung_Moktar_Radin,UMNO,United Malays National Organisation,10,"","Kinabatangan, Sabah",Barisan Nasional,BN
Muhammad Mustafa,Kelantan,Peringat,,PKR,People's Justice Party,10,"","Peringat, Kelantan",Barisan Alternatif,BA
Muhyiddin Abdul Rashid,Terengganu,Hulu Terengganu,,PAS,Pan-Malaysian Islamic Party,10,"","Hulu Terengganu, Terengganu",Barisan Alternatif,BA
Mustafa Ali,Terengganu,Dungun,http://en.wikipedia.org/wiki/Mustafa_Ali,PAS,Pan-Malaysian Islamic Party,10,"","Dungun, Terengganu",Barisan Alternatif,BA
Napsiah Omar,Negeri Sembilan,Kuala Pilah,,UMNO,United Malays National Organisation,10,"","Kuala Pilah, Negeri Sembilan",Barisan Nasional,BN
Nasharudin Mat Isa,Kedah,Yan,http://en.wikipedia.org/wiki/Nasharudin_Mat_Isa,PAS,Pan-Malaysian Islamic Party,10,"","Yan, Kedah",Barisan Alternatif,BA
Ng Lip Yong,Federal Territory,Batu,,Gerakan,Parti Gerakan Rakyat Malaysia,10,"","Batu, Federal Territory",Barisan Nasional,BN
Nik Mohd. Amar Nik Abdullah,Kelantan,Pengkalan Chepa,,PAS,Pan-Malaysian Islamic Party,10,"","Pengkalan Chepa, Kelantan",Barisan Alternatif,BA
Osu Sukam,Sabah,Papar,http://en.wikipedia.org/wiki/Osu_Sukam,UMNO,United Malays National Organisation,10,"","Papar, Sabah",Barisan Nasional,BN
Othman Abdul,Kedah,Pendang,http://en.wikipedia.org/wiki/Othman_Abdul,UMNO,United Malays National Organisation,10,"","Pendang, Kedah",Barisan Nasional,BN
Peter Tinggom Kamarau,Sarawak,Saratok,,SNAP,Sarawak National Party,10,"","Saratok, Sarawak",Barisan Nasional,BN
Philip Benedict Lasimbang,Sabah,Penampang,,UPKO,United Pasokmomogun Kadazandusun Murut Organisation,10,"","Penampang, Sabah",Barisan Nasional,BN
Railey Jeffrey,Sabah,Silam,,UMNO,United Malays National Organisation,10,"","Silam, Sabah",Barisan Nasional,BN
Raja Ahmad Zainuddin Raja Omar,Perak,Larut,,UMNO,United Malays National Organisation,10,"","Larut, Perak",Barisan Nasional,BN
Ramli Ibrahim,Kelantan,Kota Bharu,,PKR,People's Justice Party,10,"","Kota Bharu, Kelantan",Barisan Alternatif,BA
Tengku Razaleigh Hamzah,Kelantan,Gua Musang,http://en.wikipedia.org/wiki/Tengku_Razaleigh_Hamzah,UMNO,United Malays National Organisation,10,"","Gua Musang, Kelantan",Barisan Nasional,BN
Richard Riot Jaem,Sarawak,Serian,http://en.wikipedia.org/wiki/Richard_Riot_Jaem,SUPP,Sarawak United Peoples' Party,10,"","Serian, Sarawak",Barisan Nasional,BN
Robert Lau Hoi Chew,Sarawak,Sibu,http://en.wikipedia.org/wiki/Robert_Lau_Hoi_Chew,SUPP,Sarawak United Peoples' Party,10,"","Sibu, Sarawak",Barisan Nasional,BN
Ronald Kiandee,Sabah,Beluran,http://en.wikipedia.org/wiki/Ronald_Kiandee,UMNO,United Malays National Organisation,10,"","Beluran, Sabah",Barisan Nasional,BN
Ruhanie Ahmad,Johor,Parit Sulong,,UMNO,United Malays National Organisation,10,"","Parit Sulong, Johor",Barisan Nasional,BN
Saupi Daud,Kelantan,Tanah Merah,,PKR,People's Justice Party,10,"","Tanah Merah, Kelantan",Barisan Alternatif,BA
Seripah Noli Syed Hussin,Selangor,Sepang,,UMNO,United Malays National Organisation,10,"","Sepang, Selangor",Barisan Nasional,BN
Shahnon Ahmad,Kedah,Sik,http://en.wikipedia.org/wiki/Shahnon_Ahmad,PAS,Pan-Malaysian Islamic Party,10,"","Sik, Kedah",Barisan Alternatif,BA
Shaziman Abu Mansor,Negeri Sembilan,Tampin,http://en.wikipedia.org/wiki/Shaziman_Abu_Mansor,UMNO,United Malays National Organisation,10,"","Tampin, Negeri Sembilan",Barisan Nasional,BN
Shim Paw Fatt,Sabah,Tawau,,SAPP,Sabah Progressive Party,10,"","Tawau, Sabah",Barisan Nasional,BN
Siam Kasrin,Johor,Batu Pahat,,UMNO,United Malays National Organisation,10,"","Batu Pahat, Johor",Barisan Nasional,BN
Song Swee Guan,Sarawak,Bandar Kuching,,SUPP,Sarawak United Peoples' Party,10,"","Bandar Kuching, Sarawak",Barisan Nasional,BN
S. Sothinathan,Negeri Sembilan,Telok Kemang,http://en.wikipedia.org/wiki/S._Sothinathan,MIC,Malaysian Indian Congress,10,"","Telok Kemang, Negeri Sembilan",Barisan Nasional,BN
Suhaili Abdul Rahman,Federal Territory,Labuan,,UMNO,United Malays National Organisation,10,"","Labuan, Federal Territory",Barisan Nasional,BN
Sukinam Domo,Sarawak,Batang Sadong,,PBB,Parti Pesaka Bumiputera Bersatu,10,"","Batang Sadong, Sarawak",Barisan Nasional,BN
Sulaiman Daud,Sarawak,Petra Jaya,http://en.wikipedia.org/wiki/Sulaiman_Daud,PBB,Parti Pesaka Bumiputera Bersatu,10,"","Petra Jaya, Sarawak",Barisan Nasional,BN
Syed Azman Syed Ahmad Nawawi,Terengganu,Kuala Terengganu,,PAS,Pan-Malaysian Islamic Party,10,"","Kuala Terengganu, Terengganu",Barisan Alternatif,BA
Taib Azamudden Md Taib,Kedah,Baling,http://en.wikipedia.org/wiki/Taib_Azamudden_Md_Taib,PAS,Pan-Malaysian Islamic Party,10,"","Baling, Kedah",Barisan Alternatif,BA
Tan Kok Wai,Federal Territory,Cheras,http://en.wikipedia.org/wiki/Tan_Kok_Wai,DAP,Democratic Action Party,10,"","Cheras, Federal Territory",Barisan Alternatif,BA
Tan Seng Giaw,Federal Territory,Kepong,http://en.wikipedia.org/wiki/Tan_Seng_Giaw,DAP,Democratic Action Party,10,"","Kepong, Federal Territory",Barisan Alternatif,BA
Tan Yee Kew,Selangor,Kelang,,MCA,Malaysian Chinese Association,10,"","Kelang, Selangor",Barisan Nasional,BN
Teresa Kok Suh Sim,Federal Territory,Seputeh,http://en.wikipedia.org/wiki/Teresa_Kok,DAP,Democratic Action Party,10,"","Seputeh, Federal Territory",Barisan Alternatif,BA
Thong Fah Chong,Perak,Ipoh Timor,,MCA,Malaysian Chinese Association,10,"","Ipoh Timor, Perak",Barisan Nasional,BN
Ting Chew Peh,Perak,Gopeng,,MCA,Malaysian Chinese Association,10,"","Gopeng, Perak",Barisan Nasional,BN
Tiong King Sing,Sarawak,Bintulu,http://en.wikipedia.org/wiki/Tiong_King_Sing,SPDP,Sarawak Progressive Democratic Party,10,"","Bintulu, Sarawak",Barisan Nasional,BN
Tiong Thai King,Sarawak,Lanang,http://en.wikipedia.org/wiki/Tiong_Thai_King,SUPP,Sarawak United Peoples' Party,10,"","Lanang, Sarawak",Barisan Nasional,BN
Wan Azizah Wan Ismail,Penang,Permatang Pauh,http://en.wikipedia.org/wiki/Wan_Azizah_Wan_Ismail,PKR,People's Justice Party,10,"","Permatang Pauh, Penang",Barisan Alternatif,BA
Wan Junaidi Tuanku Jaafar,Sarawak,Batang Lupar,http://en.wikipedia.org/wiki/Wan_Junaidi_Tuanku_Jaafar,PBB,Parti Pesaka Bumiputera Bersatu,10,"","Batang Lupar, Sarawak",Barisan Nasional,BN
Wan Nik Wan Yusoff,Kelantan,Bachok,,PAS,Pan-Malaysian Islamic Party,10,"","Bachok, Kelantan",Barisan Alternatif,BA
Yap Pian Hon,Selangor,Serdang,http://en.wikipedia.org/wiki/Yap_Pian_Hon,MCA,Malaysian Chinese Association,10,"","Serdang, Selangor",Barisan Nasional,BN
Yee Moh Chai,Sabah,Tanjong Aru,,PBS,Parti Bersatu Sabah,10,"","Tanjong Aru, Sabah",,
Yusof Yacob,Sabah,Sipitang,,UMNO,United Malays National Organisation,10,"","Sipitang, Sabah",Barisan Nasional,BN
Zaleha Ismail,Selangor,Gombak,,UMNO,United Malays National Organisation,10,"","Gombak, Selangor",Barisan Nasional,BN
Zawawi Ahmad,Kedah,Padang Terap,,PAS,Pan-Malaysian Islamic Party,10,"","Padang Terap, Kedah",Barisan Alternatif,BA
Zulhasnan Rafique,Federal Territory,Wangsa Maju,http://en.wikipedia.org/wiki/Zulhasnan_Rafique,UMNO,United Malays National Organisation,10,"","Wangsa Maju, Federal Territory",Barisan Nasional,BN
Abdul Hamid Zainal Abidin,"","",,UMNO,United Malays National Organisation,10,"","",Barisan Nasional,BN
Kasitah Gaddam,"","",,UMNO,United Malays National Organisation,10,"","",Barisan Nasional,BN
Musa Mohamad,"","",,UMNO,United Malays National Organisation,10,"","",Barisan Nasional,BN
Tengku Adnan Tengku Mansor,"","",http://en.wikipedia.org/wiki/Tengku_Adnan_Tengku_Mansor,UMNO,United Malays National Organisation,10,"","",Barisan Nasional,BN
Abdul Aziz Shamsuddin,"","",http://en.wikipedia.org/wiki/Abdul_Aziz_Shamsuddin,UMNO,United Malays National Organisation,10,"","",Barisan Nasional,BN
M. Kayveas,"","",http://en.wikipedia.org/wiki/M._Kayveas,PPP,People's Progressive Party,10,"","",Barisan Nasional,BN
Zainuddin Maidin,"","",http://en.wikipedia.org/wiki/Zainuddin_Maidin,UMNO,United Malays National Organisation,10,"","",Barisan Nasional,BN
Ramli Ngah Talib,Perak,Pasir Salak,http://en.wikipedia.org/wiki/Ramli_Ngah_Talib,UMNO,United Malays National Organisation,11,"","Pasir Salak, Perak",Barisan Nasional,BN
Lim Si Cheng,Johor,Kulai,,MCA,Malaysian Chinese Association,11,"","Kulai, Johor",Barisan Nasional,BN
Yusof Yacob,Sabah,Sipitang,,UMNO,United Malays National Organisation,11,"","Sipitang, Sabah",Barisan Nasional,BN
Abdullah Ahmad Badawi,Penang,Kepala Batas,http://en.wikipedia.org/wiki/Abdullah_Ahmad_Badawi,UMNO,United Malays National Organisation,11,"","Kepala Batas, Penang",Barisan Nasional,BN
Najib Razak,Pahang,Pekan,http://en.wikipedia.org/wiki/Najib_Razak,UMNO,United Malays National Organisation,11,"","Pekan, Pahang",Barisan Nasional,BN
Ong Ka Ting,Johor,Tanjong Piai,http://en.wikipedia.org/wiki/Ong_Ka_Ting,MCA,Malaysian Chinese Association,11,"","Tanjong Piai, Johor",Barisan Nasional,BN
Samy Vellu,Perak,Sungai Siput,http://en.wikipedia.org/wiki/Samy_Vellu,MIC,Malaysian Indian Congress,11,"","Sungai Siput, Perak",Barisan Nasional,BN
