id,name,area,area_id,image,term,source,district,party,birth_year
kakageldi-gurbanow,Kakageldi Isaýewiç Gurbanow,Saýlaw etrap №103-nji,103,http://mejlis2.bushluk.com/site/assets/files/14078/img120.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/kakageldi-gurbanow/,Mary welaýaty,"",1962
orazmammet-mammedow,Orazmämmet Saparmämmedowiç Mämmedow,Saýlaw etrap №25-nji,25,http://mejlis2.bushluk.com/site/assets/files/14091/foto.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/orazmammet-mammedow/,Ahal welaýaty,"",1984
annagurbanow-bashim-durdyyewic,Bäşim Durdyýewiç Annagurbanow,Saýlaw etrap №103-nji,103,http://mejlis2.bushluk.com/site/assets/files/14094/103_annagurbanow.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/annagurbanow-bashim-durdyyewic/,Mary welaýaty,"",1960
gokow-tagandurdy,Tagandurdy Gökow,Saýlaw etrap №99-njy,99,http://mejlis2.bushluk.com/site/assets/files/14095/foto.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/gokow-tagandurdy/,Mary welaýaty,"",1957
orazdurdyyewa-bayramgul-motyyewna,Baýramgül Motyýewna Orazdurdyýewa,Saýlaw etrap №89-njy,89,http://mejlis2.bushluk.com/site/assets/files/14096/3--4--.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/orazdurdyyewa-bayramgul-motyyewna/,Lebap welaýaty,"",1975
azymow-allanazar,Allanazar Azymow,Saýlaw etrap №89-njy,89,http://mejlis2.bushluk.com/site/assets/files/14097/00000001_5.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/azymow-allanazar/,Lebap welaýaty,"",1970
taganow-babamyrat-altyyewic,Babamyrat Altyýewiç Taganow,Saýlaw etrap №83-nji,83,http://mejlis2.bushluk.com/site/assets/files/14098/foto.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/taganow-babamyrat-altyyewic/,Lebap welaýaty,"",1968
enermyradow-owezmyrat-islamowic,Öwezmyrat Islamowiç Enermyradow,Saýlaw etrap №83-nji,83,http://mejlis2.bushluk.com/site/assets/files/14099/foto.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/enermyradow-owezmyrat-islamowic/,Lebap welaýaty,"",1981
ishangulyyewa-ogulhajat-amanmyradowna,Ogulhajat Amanmyradowna Işangulyýewa,Saýlaw etrap №72-nji,72,http://mejlis2.bushluk.com/site/assets/files/14100/149.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/ishangulyyewa-ogulhajat-amanmyradowna/,Lebap welaýaty,"",1958
amangeldiyew-menlibay,Meňlibaý Amangeldiýew,Saýlaw etrap №44-nji,44,http://mejlis2.bushluk.com/site/assets/files/14101/foto.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/amangeldiyew-menlibay/,Daşoguz welaýaty,"",1964
sahadow-amanmyrat,Amanmyrat Sahadow,Saýlaw etrap №37-nji,37,http://mejlis2.bushluk.com/site/assets/files/14102/163.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/sahadow-amanmyrat/,Balkan welaýaty,"",1956
malikgulyyew-gayypnazar-allanazarowic,Gaýypnazar Allanazarowiç Mälikgulyýew,Saýlaw etrap №25-nji,25,http://mejlis2.bushluk.com/site/assets/files/14103/foto.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/malikgulyyew-gayypnazar-allanazarowic/,Ahal welaýaty,"",1972
abilow-myratnyyaz-yazmuhammedowic,Myratnyýaz Ýazmuhammedowiç Abilow,Saýlaw etrap №26-njy,26,http://mejlis2.bushluk.com/site/assets/files/14104/img200.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/abilow-myratnyyaz-yazmuhammedowic/,Ahal welaýaty,"",1967
yegeleyew-akmyrat,Akmyrat Ýegeleýew,Saýlaw etrap №21-nji,21,http://mejlis2.bushluk.com/site/assets/files/14105/41-1.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/yegeleyew-akmyrat/,Ahal welaýaty,"",1961
yazmuhammedowa-maysa-meredowna,Maýsa Meredowna Ýazmuhammedowa,Saýlaw etrap №7-nji,7,http://mejlis2.bushluk.com/site/assets/files/14106/foto.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/yazmuhammedowa-maysa-meredowna/,Aşgabat ş.,"",1971
meredow-perhat-oradowic,Perhat Oradowiç Meredow,Saýlaw etrap №7-nji,7,http://mejlis2.bushluk.com/site/assets/files/14107/147.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/meredow-perhat-oradowic/,Aşgabat ş.,"",1976
