id,name,image,partylist,faction,faction_id,area,gender,term,source
188,Leila Hamrouni,http://majles.marsad.tn/2014/uploads/images/Leila_Hamrouni.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Ariana,female,1,http://majles.marsad.tn/2014/fr/assemblee
275,Mohamed Kamel Hamzaoui,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Kamel_Hamzaoui.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Kasserine,male,1,http://majles.marsad.tn/2014/fr/assemblee
133,Mongi Harbaoui,http://majles.marsad.tn/2014/uploads/images/Mongi_Harbaoui.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Le Kef,male,1,http://majles.marsad.tn/2014/fr/assemblee
260,Kamel Harraghi,http://majles.marsad.tn/2014/uploads/images/Kamel%20Harraghi.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Le Kef,male,1,http://majles.marsad.tn/2014/fr/assemblee
60,Ons Hattab,http://majles.marsad.tn/2014/uploads/images/Ons%20Hattab.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Kairouan,female,1,http://majles.marsad.tn/2014/fr/assemblee
77,Karim Helali,http://majles.marsad.tn/2014/uploads/images/Karim_Helali.png,Afek Tounes,Afek Tounes,Afek_Tounes,Ariana,male,1,http://majles.marsad.tn/2014/fr/assemblee
262,Mabrouk Hrizi,http://majles.marsad.tn/2014/uploads/images/Mabrouk_Hrizi.png,Congrès Pour la République,Aucun bloc,Aucun_bloc,Kasserine,male,1,http://majles.marsad.tn/2014/fr/assemblee
15,Mohsen Hssan,http://majles.marsad.tn/2014/uploads/images/Mohsen_Hssan.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Tunis 1,male,1,http://majles.marsad.tn/2014/fr/assemblee
185,Zohra Idriss,http://majles.marsad.tn/2014/uploads/images/Zohra_Idriss.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sousse,female,1,http://majles.marsad.tn/2014/fr/assemblee
45,Riadh Jaidane,http://majles.marsad.tn/2014/uploads/images/Riadh_Jaidane.png,Liste de l'appel des tunisiens à l'étranger,Aucun bloc,Aucun_bloc,France 2,male,1,http://majles.marsad.tn/2014/fr/assemblee
64,Walid Jalled,http://majles.marsad.tn/2014/uploads/images/Walid_Jalled.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Nabeul 2,male,1,http://majles.marsad.tn/2014/fr/assemblee
103,Naoufel Jammali,http://majles.marsad.tn/2014/uploads/images/Naoufel_Jammali.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sidi Bouzid,male,1,http://majles.marsad.tn/2014/fr/assemblee
36,Houcine Jaziri,http://majles.marsad.tn/2014/uploads/images/Houcine_Jaziri.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,France 1,male,1,http://majles.marsad.tn/2014/fr/assemblee
93,Mohamed Ennaceur Jbira,http://majles.marsad.tn/2014/uploads/images/Jbira.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Kairouan,male,1,http://majles.marsad.tn/2014/fr/assemblee
226,Ibtissem Jebabli,http://majles.marsad.tn/2014/uploads/images/Ibtissem_Jebabli.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Tunis 1,female,1,http://majles.marsad.tn/2014/fr/assemblee
198,Basma Jebali,http://majles.marsad.tn/2014/uploads/images/Basma_Jebali.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Medenine,female,1,http://majles.marsad.tn/2014/fr/assemblee
112,Taoufik Jemli,http://majles.marsad.tn/2014/uploads/images/Taoufik_Jemli.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Ben Arous,male,1,http://majles.marsad.tn/2014/fr/assemblee
282,Neji Jmal,http://majles.marsad.tn/2014/uploads/images/Neji_Jmal.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,France 2,male,1,http://majles.marsad.tn/2014/fr/assemblee
70,Jamila Jouini,http://majles.marsad.tn/2014/uploads/images/Jamila_Jouini.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Tataouine,female,1,http://majles.marsad.tn/2014/fr/assemblee
41,Youssef Jouini,http://majles.marsad.tn/2014/uploads/images/Youssef_Jouini.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Ariana,male,1,http://majles.marsad.tn/2014/fr/assemblee
156,Mohamed Amine Kahloul,http://majles.marsad.tn/2014/uploads/images/Kahloul.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Gabès,male,1,http://majles.marsad.tn/2014/fr/assemblee
205,Mahmoud Kahri,http://majles.marsad.tn/2014/uploads/images/Kahri.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Kasserine,male,1,http://majles.marsad.tn/2014/fr/assemblee
178,Hayet Kebaier,http://majles.marsad.tn/2014/uploads/images/Hayet_Kebaier.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Bizerte,female,1,http://majles.marsad.tn/2014/fr/assemblee
183,Abada Kefi,http://majles.marsad.tn/2014/uploads/images/Abada_Kefi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Le Kef,male,1,http://majles.marsad.tn/2014/fr/assemblee
147,Safia Khalfi,http://majles.marsad.tn/2014/uploads/images/Safia_Khalfi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Kasserine,female,1,http://majles.marsad.tn/2014/fr/assemblee
217,Hmed Khaskhoussi,http://majles.marsad.tn/2014/uploads/images/Hmed_Khaskhoussi.png,Mouvement des Démocrates Socialistes,Bloc Social-Démocrate,Bloc_Social-Démocrate,Sidi Bouzid,male,1,http://majles.marsad.tn/2014/fr/assemblee
105,Habib Khedher,http://majles.marsad.tn/2014/uploads/images/Habib_Khedher.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Gabès,male,1,http://majles.marsad.tn/2014/fr/assemblee
186,Faycel Khelifa,http://majles.marsad.tn/2014/uploads/images/Faycel_Khelifa.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sousse,male,1,http://majles.marsad.tn/2014/fr/assemblee
71,Bechir Khelifi,http://majles.marsad.tn/2014/uploads/images/Bechir_Khelifi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Tataouine,male,1,http://majles.marsad.tn/2014/fr/assemblee
196,Imed Khemiri,http://majles.marsad.tn/2014/uploads/images/Imed_Khemiri.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,La Manouba,male,1,http://majles.marsad.tn/2014/fr/assemblee
95,Mohamed Ramzi Khmiss,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Ramzi_Khmiss.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Zaghouan,male,1,http://majles.marsad.tn/2014/fr/assemblee
8,Abdelaziz Kotti,http://majles.marsad.tn/2014/uploads/images/Abdelaziz_Kotti.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Ariana,male,1,http://majles.marsad.tn/2014/fr/assemblee
192,Soulef Ksantini,http://majles.marsad.tn/2014/uploads/images/Soulef_Ksantini.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sfax 1,female,1,http://majles.marsad.tn/2014/fr/assemblee
7,Khemais Ksila,http://majles.marsad.tn/2014/uploads/images/Khemais_Ksila.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Nabeul 2,male,1,http://majles.marsad.tn/2014/fr/assemblee
39,Ferida Laabidi,http://majles.marsad.tn/2014/uploads/images/Ferida_Laabidi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Kairouan,female,1,http://majles.marsad.tn/2014/fr/assemblee
13,Meherzia Laabidi,http://majles.marsad.tn/2014/uploads/images/Meherzia_Laabidi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Nabeul 2,female,1,http://majles.marsad.tn/2014/fr/assemblee
187,Heger Laaroussi,http://majles.marsad.tn/2014/uploads/images/Heger_Laaroussi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sfax 2,female,1,http://majles.marsad.tn/2014/fr/assemblee
80,Salem Labiadh,http://majles.marsad.tn/2014/uploads/images/Salem_Labiadh.png,Mouvement du Peuple,Aucun bloc,Aucun_bloc,Medenine,male,1,http://majles.marsad.tn/2014/fr/assemblee
108,Mohamed Lakhdhar Lajili,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Lakhdhar_Lajili.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Tozeur,male,1,http://majles.marsad.tn/2014/fr/assemblee
209,Zied Lakhdhar,http://majles.marsad.tn/2014/uploads/images/Zied_Lakhdhar.png,Front Populaire,Front Populaire,Front_Populaire,Ben Arous,male,1,http://majles.marsad.tn/2014/fr/assemblee
12,Ali Laraiedh,http://majles.marsad.tn/2014/uploads/images/Ali_Laraiedh.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Tunis 1,male,1,http://majles.marsad.tn/2014/fr/assemblee
40,Ameur Laraiedh,http://majles.marsad.tn/2014/uploads/images/Ameur_Laraiedh.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Medenine,male,1,http://majles.marsad.tn/2014/fr/assemblee
242,Lajmi Lourimi,http://majles.marsad.tn/2014/uploads/images/Lajmi_Lourimi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sousse,male,1,http://majles.marsad.tn/2014/fr/assemblee
102,Maher Madhioub,http://majles.marsad.tn/2014/uploads/images/Maher_Madhioub.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Pays arabes et reste du monde,male,1,http://majles.marsad.tn/2014/fr/assemblee
120,Zouhair Maghzaoui,http://majles.marsad.tn/2014/uploads/images/Zouhair%20Maghzaoui.png,Mouvement du Peuple,Aucun bloc,Aucun_bloc,Kebili,male,1,http://majles.marsad.tn/2014/fr/assemblee
283,Mohamed Mahjoub,http://majles.marsad.tn/2014/uploads/images/Mohamed_Mahjoub.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Ben Arous,male,1,http://majles.marsad.tn/2014/fr/assemblee
17,Rim Mahjoub,http://majles.marsad.tn/2014/uploads/images/rym%20mahjoub.png,Afek Tounes,Afek Tounes,Afek_Tounes,Mahdia,female,1,http://majles.marsad.tn/2014/fr/assemblee
63,Wafa Makhlouf,http://majles.marsad.tn/2014/uploads/images/Wafa_Makhlouf.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Ben Arous,female,1,http://majles.marsad.tn/2014/fr/assemblee
100,Issam Matoussi,http://majles.marsad.tn/2014/uploads/images/Issam_Matoussi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Beja,male,1,http://majles.marsad.tn/2014/fr/assemblee
248,Ahmed Mechergui,http://majles.marsad.tn/2014/uploads/images/Ahmed_Mechergui.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Jendouba,male,1,http://majles.marsad.tn/2014/fr/assemblee
94,Taieb Medni,http://majles.marsad.tn/2014/uploads/images/Taieb_Medni.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Tataouine,male,1,http://majles.marsad.tn/2014/fr/assemblee
201,Abdellatif Mekki,http://majles.marsad.tn/2014/uploads/images/Abdellatif_Mekki.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Le Kef,male,1,http://majles.marsad.tn/2014/fr/assemblee
199,Sana Mersni,http://majles.marsad.tn/2014/uploads/images/Sana_Mersni.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Jendouba,female,1,http://majles.marsad.tn/2014/fr/assemblee
225,Lamia Mlayah,http://majles.marsad.tn/2014/uploads/images/Lamia_Mlayah.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Amérique et reste de l'Europe,female,1,http://majles.marsad.tn/2014/fr/assemblee
116,Riadh Mouakhar,http://majles.marsad.tn/2014/uploads/images/Riadh_Mouakhar.png,Afek Tounes,Afek Tounes,Afek_Tounes,Tunis 2,male,1,http://majles.marsad.tn/2014/fr/assemblee
143,Ikram Moulahi,http://majles.marsad.tn/2014/uploads/images/Ikram_Moulahi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Kasserine,female,1,http://majles.marsad.tn/2014/fr/assemblee
292,Abdelfattah Mourou,http://majles.marsad.tn/2014/uploads/images/Abdelfattah_Mourou.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Tunis 2,male,1,http://majles.marsad.tn/2014/fr/assemblee
259,Noureddine Mrabti,http://majles.marsad.tn/2014/uploads/images/Noureddine_Mrabti.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Siliana,male,1,http://majles.marsad.tn/2014/fr/assemblee
58,Fatma Mseddi,http://majles.marsad.tn/2014/uploads/images/Fatma_Mseddi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sfax 2,female,1,http://majles.marsad.tn/2014/fr/assemblee
137,Lotfi Nabli,http://majles.marsad.tn/2014/uploads/images/Lotfi_Nabli.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Monastir,male,1,http://majles.marsad.tn/2014/fr/assemblee
29,Brahim Nacef,http://majles.marsad.tn/2014/uploads/images/Brahim_Nacef.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Bizerte,male,1,http://majles.marsad.tn/2014/fr/assemblee
189,Hassouna Nasfi,http://majles.marsad.tn/2014/uploads/images/Hassouna_Nasfi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Gabès,male,1,http://majles.marsad.tn/2014/fr/assemblee
139,Hela Omrane,http://majles.marsad.tn/2014/uploads/images/Hela_Omrane.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Monastir,female,1,http://majles.marsad.tn/2014/fr/assemblee
145,Hayet Omri,http://majles.marsad.tn/2014/uploads/images/Hayet_Omri.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Sidi Bouzid,female,1,http://majles.marsad.tn/2014/fr/assemblee
252,Leila Oueslati,http://majles.marsad.tn/2014/uploads/images/Leila_Oueslati.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Mahdia,female,1,http://majles.marsad.tn/2014/fr/assemblee
101,Leila Ouled Ali,http://majles.marsad.tn/2014/uploads/images/Leila_Ouled%20Ali.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Tunis 1,female,1,http://majles.marsad.tn/2014/fr/assemblee
179,Imed Ouled Jebril,http://majles.marsad.tn/2014/uploads/images/Imed_Ouled%20Jebril.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Mahdia,male,1,http://majles.marsad.tn/2014/fr/assemblee
150,Sayida Ounissi,http://majles.marsad.tn/2014/uploads/images/Sayida_Ounissi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,France 1,female,1,http://majles.marsad.tn/2014/fr/assemblee
140,Mohamed Rachdi Bouguerra,http://majles.marsad.tn/2014/uploads/images/Rachdi%20Bouguerra.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Kasserine,male,1,http://majles.marsad.tn/2014/fr/assemblee
210,Mongi Rahoui,http://majles.marsad.tn/2014/uploads/images/Mongi_Rahoui.png,Front Populaire,Front Populaire,Front_Populaire,Jendouba,male,1,http://majles.marsad.tn/2014/fr/assemblee
107,Zouheir Rajbi,http://majles.marsad.tn/2014/uploads/images/Zouheir_Rajbi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Siliana,male,1,http://majles.marsad.tn/2014/fr/assemblee
233,Najla Saadaoui,http://majles.marsad.tn/2014/uploads/images/Najla_Saadaoui.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Beja,female,1,http://majles.marsad.tn/2014/fr/assemblee
138,Mohamed Saidane,http://majles.marsad.tn/2014/uploads/images/Mohamed_Saidane.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Monastir,male,1,http://majles.marsad.tn/2014/fr/assemblee
164,Ahmed Saidi,http://majles.marsad.tn/2014/uploads/images/Ahmed%20Saidi.png,Parti l'initiative,Bloc Social-Démocrate,Bloc_Social-Démocrate,Sousse,male,1,http://majles.marsad.tn/2014/fr/assemblee
231,Sana Salhi,http://majles.marsad.tn/2014/uploads/images/Sana_Salhi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Siliana,female,1,http://majles.marsad.tn/2014/fr/assemblee
115,Ahmed Seddik,http://majles.marsad.tn/2014/uploads/images/Ahmed_Seddik.png,Front Populaire,Front Populaire,Front_Populaire,Tunis 1,male,1,http://majles.marsad.tn/2014/fr/assemblee
276,Moncef Sellami,http://majles.marsad.tn/2014/uploads/images/Moncef_Sellami.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sfax 2,male,1,http://majles.marsad.tn/2014/fr/assemblee
202,Mohamed Sidhom,http://majles.marsad.tn/2014/uploads/images/Mohamed_Sidhom.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Nabeul 1,male,1,http://majles.marsad.tn/2014/fr/assemblee
277,Houda Slim,http://majles.marsad.tn/2014/uploads/images/houda%20slim.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Tunis 2,female,1,http://majles.marsad.tn/2014/fr/assemblee
195,Mohamed Mohsen Soudani,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Mohsen_Soudani.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Gafsa,male,1,http://majles.marsad.tn/2014/fr/assemblee
154,Amal Souid,http://majles.marsad.tn/2014/uploads/images/Amal_Souid.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Gabès,female,1,http://majles.marsad.tn/2014/fr/assemblee
190,Olfa Soukri,http://majles.marsad.tn/2014/uploads/images/Olfa_Sokri.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Ben Arous,female,1,http://majles.marsad.tn/2014/fr/assemblee
67,Hedi Soula,http://majles.marsad.tn/2014/uploads/images/Hedi_Soula.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Kairouan,male,1,http://majles.marsad.tn/2014/fr/assemblee
228,Nawel Tayech,http://majles.marsad.tn/2014/uploads/images/Nawel_Tayech.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Sousse,female,1,http://majles.marsad.tn/2014/fr/assemblee
265,Faycel Tebini,http://majles.marsad.tn/2014/uploads/images/Faycel_Tebini.png,La voix des agriculteurs,Bloc Social-Démocrate,Bloc_Social-Démocrate,Jendouba,male,1,http://majles.marsad.tn/2014/fr/assemblee
99,Houda Tekaya,http://majles.marsad.tn/2014/uploads/images/Houda_Tekaya.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,La Manouba,female,1,http://majles.marsad.tn/2014/fr/assemblee
286,Rim Thairi,http://majles.marsad.tn/2014/uploads/images/Rim_Thairi.png,Courant de l'amour,Aucun bloc,Aucun_bloc,Kairouan,female,1,http://majles.marsad.tn/2014/fr/assemblee
135,Mohamed Nejib Torjmane,http://majles.marsad.tn/2014/uploads/images/Mohamed%20Nejib_Torjmane.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,La Manouba,male,1,http://majles.marsad.tn/2014/fr/assemblee
34,Sofien Toubel,http://majles.marsad.tn/2014/uploads/images/Sofien_Toubel.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Gafsa,male,1,http://majles.marsad.tn/2014/fr/assemblee
37,Radhia Toumi,http://majles.marsad.tn/2014/uploads/images/Radhia_Toumi.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Gabès,female,1,http://majles.marsad.tn/2014/fr/assemblee
59,Mohamed Troudi,http://majles.marsad.tn/2014/uploads/images/Mohamed_Troudi.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Ben Arous,male,1,http://majles.marsad.tn/2014/fr/assemblee
206,Dorra Yaacoubi,http://majles.marsad.tn/2014/uploads/images/Dorra_Yaacoubi.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Jendouba,female,1,http://majles.marsad.tn/2014/fr/assemblee
109,Hssine Yahyaoui,http://majles.marsad.tn/2014/uploads/images/Hssine_Yahyaoui.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Tataouine,male,1,http://majles.marsad.tn/2014/fr/assemblee
18,Lilia Younes Ksibi,http://majles.marsad.tn/2014/uploads/images/lilia%20younes.png,Afek Tounes,Afek Tounes,Afek_Tounes,Nabeul 1,female,1,http://majles.marsad.tn/2014/fr/assemblee
229,Leila Zahaf,http://majles.marsad.tn/2014/uploads/images/Leila_Zahaf.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Zaghouan,female,1,http://majles.marsad.tn/2014/fr/assemblee
182,Nadia Zangar,http://majles.marsad.tn/2014/uploads/images/Nadia_Zangar.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Nabeul 1,female,1,http://majles.marsad.tn/2014/fr/assemblee
134,Souad Zaouali,http://majles.marsad.tn/2014/uploads/images/Souad_Zaouali.png,Mouvement Nidaa Tounes,Mouvement Nidaa Tounes,Mouvement_Nidaa_Tounes,Mahdia,female,1,http://majles.marsad.tn/2014/fr/assemblee
73,Ridha Zghondi,http://majles.marsad.tn/2014/uploads/images/Ridha%20Zghondi.png,Union Patriotique Libre,Union Patriotique Libre,Union_Patriotique_Libre,Zaghouan,male,1,http://majles.marsad.tn/2014/fr/assemblee
152,Yamina Zoghlami,http://majles.marsad.tn/2014/uploads/images/Yamina_Zoghlami.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Tunis 1,female,1,http://majles.marsad.tn/2014/fr/assemblee
161,Hafedh Zouari,http://majles.marsad.tn/2014/uploads/images/Hafedh_Zouari.png,Afek Tounes,Afek Tounes,Afek_Tounes,Sousse,male,1,http://majles.marsad.tn/2014/fr/assemblee
72,Mohamed Zrig,http://majles.marsad.tn/2014/uploads/images/Mohamed_Zrig.png,Mouvement Ennahdha,Mouvement Ennahdha,Mouvement_Ennahdha,Gabès,male,1,http://majles.marsad.tn/2014/fr/assemblee
