id,name,area,area_id,image,term,source,group,birth_year
orazdurdyyewa-bayramgul-motyyewna,Baýramgül Motyýewna Orazdurdyýewa,Lebap welaýaty,89,http://mejlis2.bushluk.com/site/assets/files/14096/3--4--.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/orazdurdyyewa-bayramgul-motyyewna/,Türkmenistanyň Demokratik partiýasy,1975
azymow-allanazar,Allanazar Azymow,Lebap welaýaty,89,http://mejlis2.bushluk.com/site/assets/files/14097/00000001_5.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/azymow-allanazar/,Türkmenistanyň Demokratik partiýasy,1970
taganow-babamyrat-altyyewic,Babamyrat Altyýewiç Taganow,Lebap welaýaty,83,http://mejlis2.bushluk.com/site/assets/files/14098/foto.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/taganow-babamyrat-altyyewic/,Türkmenistanyň Demokratik partiýasy,1968
enermyradow-owezmyrat-islamowic,Öwezmyrat Islamowiç Enermyradow,Lebap welaýaty,83,http://mejlis2.bushluk.com/site/assets/files/14099/foto.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/enermyradow-owezmyrat-islamowic/,Türkmenistanyň Demokratik partiýasy,1981
ishangulyyewa-ogulhajat-amanmyradowna,Ogulhajat Amanmyradowna Işangulyýewa,Lebap welaýaty,72,http://mejlis2.bushluk.com/site/assets/files/14100/149.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/ishangulyyewa-ogulhajat-amanmyradowna/,Türkmenistanyň Demokratik partiýasy,1958
amangeldiyew-menlibay,Meňlibaý Amangeldiýew,Daşoguz welaýaty,44,http://mejlis2.bushluk.com/site/assets/files/14101/foto.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/amangeldiyew-menlibay/,Türkmenistanyň Demokratik partiýasy,1964
sahadow-amanmyrat,Amanmyrat Sahadow,Balkan welaýaty,37,http://mejlis2.bushluk.com/site/assets/files/14102/163.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/sahadow-amanmyrat/,Türkmenistanyň Demokratik partiýasy,1956
malikgulyyew-gayypnazar-allanazarowic,Gaýypnazar Allanazarowiç Mälikgulyýew,Ahal welaýaty,25,http://mejlis2.bushluk.com/site/assets/files/14103/foto.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/malikgulyyew-gayypnazar-allanazarowic/,Türkmenistanyň Demokratik partiýasy,1972
abilow-myratnyyaz-yazmuhammedowic,Myratnyýaz Ýazmuhammedowiç Abilow,Ahal welaýaty,26,http://mejlis2.bushluk.com/site/assets/files/14104/img200.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/abilow-myratnyyaz-yazmuhammedowic/,Türkmenistanyň Demokratik partiýasy,1967
yegeleyew-akmyrat,Akmyrat Ýegeleýew,Ahal welaýaty,21,http://mejlis2.bushluk.com/site/assets/files/14105/41-1.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/yegeleyew-akmyrat/,Türkmenistanyň Demokratik partiýasy,1961
yazmuhammedowa-maysa-meredowna,Maýsa Meredowna Ýazmuhammedowa,Aşgabat ş.,7,http://mejlis2.bushluk.com/site/assets/files/14106/foto.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/yazmuhammedowa-maysa-meredowna/,Türkmenistanyň Demokratik partiýasy,1971
meredow-perhat-oradowic,Perhat Oradowiç Meredow,Aşgabat ş.,7,http://mejlis2.bushluk.com/site/assets/files/14107/147.150x0.jpg,4,http://mejlis2.bushluk.com/tm/parliamentaries/convocations/conv-iv/members-list/meredow-perhat-oradowic/,Türkmenistanyň Demokratik partiýasy,1976
